rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,pe_dyn,peg,eyield,exp_ret,discount,pb,market_cap_yi_hkd,fail_reasons
98,-,33.88,hk,06118,奥星生命科技,0.70,70,港股,1,,,,,,,,9.59,9.59,,10.43,,0.0,0.39,3.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
99,-,33.88,hk,06117,日照港裕廊,0.63,63,港股,1,,,,,,,,5.53,5.53,,18.08,,0.0,0.31,10.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
100,-,33.88,hk,06110,滔搏,1.74,174,港股,1,,,,,,,,7.54,7.54,,13.26,,0.0,1.11,107.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
101,-,33.88,hk,06100,同道猎聘,2.08,208,港股,1,,,,,,,,9.25,9.25,,10.81,,0.0,0.33,10.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
102,-,33.88,hk,06068,光正教育,0.07,6,港股,1,,,,,,,,6.97,6.97,,14.35,,0.0,0.19,1.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
103,-,33.88,hk,06066,中信建投证券,12.04,1204,港股,1,,,,,,,,7.41,7.41,,13.50,,0.0,0.96,933.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
104,-,33.88,hk,06049,保利物业,25.76,2576,港股,1,,,,,,,,8.31,8.31,,12.03,,0.0,1.22,142.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
105,-,33.88,hk,06038,信越控股,0.33,33,港股,1,,,,,,,,5.96,5.96,,16.78,,0.0,1.11,3.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
106,-,33.88,hk,03996,中国能源建设,1.11,111,港股,1,,,,,,,,7.71,7.71,,12.97,,0.0,0.34,491.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
107,-,33.88,hk,03991,长虹佳华,0.72,72,港股,1,,,,,,,,2.61,2.61,,38.31,,0.0,0.31,10.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
108,-,33.88,hk,03990,美的置业,2.69,269,港股,1,,,,,,,,6.24,6.24,,16.03,,0.0,0.71,38.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
109,-,33.88,hk,03989,首创环境,0.08,8,港股,1,,,,,,,,3.90,3.90,,25.64,,0.0,0.15,11.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
110,-,33.88,hk,03983,中海石油化学,2.01,200,港股,1,,,,,,,,8.59,8.59,,11.64,,0.0,0.44,92.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
111,-,33.88,hk,03978,卓越教育集团,2.87,287,港股,1,,,,,,,,7.29,7.29,,13.72,,0.0,2.63,24.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
112,-,33.88,hk,03969,中国通号,3.20,320,港股,1,,,,,,,,8.34,8.34,,11.99,,0.0,0.62,338.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
113,-,33.88,hk,03958,东方证券,5.47,547,港股,1,,,,,,,,7.17,7.17,,13.95,,0.0,0.50,464.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
114,-,33.88,hk,03933,联邦制药,8.43,843,港股,1,,,,,,,,7.20,7.20,,13.89,,0.0,0.86,166.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
115,-,33.88,hk,03918,金界控股,3.53,353,港股,1,,,,,,,,6.47,6.47,,15.46,,0.0,0.84,156.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
116,-,33.88,hk,03908,中金公司,21.00,2100,港股,1,,,,,,,,8.00,8.00,,12.50,,0.0,0.87,1013.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
117,-,33.88,hk,03888,金山软件,22.18,2218,港股,1,,,,,,,,9.74,9.74,,10.27,,0.0,1.01,306.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
118,-,33.88,hk,03877,中国船舶租赁,2.16,216,港股,1,,,,,,,,7.26,7.26,,13.77,,0.0,0.89,134.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
119,-,33.88,hk,03869,弘和仁爱医疗,3.40,340,港股,1,,,,,,,,3.11,3.11,,32.15,,0.0,0.84,4.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
120,-,33.88,hk,03868,信义能源,0.89,89,港股,1,,,,,,,,6.78,6.78,,14.75,,0.0,0.52,75.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
121,-,33.88,hk,03839,正大企业国际,8.65,865,港股,1,,,,,,,,8.90,8.90,,11.24,,0.0,0.93,20.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
122,-,33.88,hk,03838,中国淀粉,0.16,15,港股,1,,,,,,,,4.54,4.54,,22.03,,0.0,0.20,9.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
123,-,33.88,hk,03828,明辉国际,0.75,75,港股,1,,,,,,,,5.47,5.47,,18.28,,0.0,0.40,5.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
124,-,33.88,hk,03822,三和建筑集团,1.18,118,港股,1,,,,,,,,1.74,1.74,,57.47,,0.0,0.19,1.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
125,-,33.88,hk,03813,宝胜国际,0.34,34,港股,1,,,,,,,,6.30,6.30,,15.87,,0.0,0.19,18.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
126,-,33.88,hk,03768,滇池水务,0.47,47,港股,1,,,,,,,,2.25,2.25,,44.44,,0.0,0.08,4.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
127,-,33.88,hk,03728,正利控股,0.06,6,港股,1,,,,,,,,8.81,8.81,,11.35,,0.0,0.43,0.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
128,-,33.88,hk,03718,北控城市资源,0.40,40,港股,1,,,,,,,,5.81,5.81,,17.21,,0.0,0.40,14.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
129,-,33.88,hk,03709,赢家时尚,4.83,483,港股,1,,,,,,,,7.79,7.79,,12.84,,0.0,0.67,34.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
130,-,33.88,hk,03699,光大永年,0.38,37,港股,1,,,,,,,,7.66,7.66,,13.05,,0.0,0.15,1.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
131,-,33.88,hk,03689,康华医疗,1.53,153,港股,1,,,,,,,,4.64,4.64,,21.55,,0.0,0.31,5.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
132,-,33.88,hk,03686,祈福生活服务,0.59,59,港股,1,,,,,,,,1.90,1.90,,52.63,,0.0,0.92,6.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
133,-,33.88,hk,03662,星悦康旅,0.36,36,港股,1,,,,,,,,4.58,4.58,,21.83,,0.0,0.20,2.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
134,-,33.88,hk,03660,奇富科技-S,62.10,6210,港股,1,,,,,,,,2.69,2.69,,37.17,,0.0,0.55,152.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
135,-,33.88,hk,03658,新希望服务,1.79,179,港股,1,,,,,,,,6.09,6.09,,16.42,,0.0,1.00,14.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
136,-,33.88,hk,03636,金浔资源,15.30,1530,港股,1,,,,,,,,6.41,6.41,,15.60,,0.0,1.85,23.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
137,-,33.88,hk,03601,鲁大师,0.76,76,港股,1,,,,,,,,7.07,7.07,,14.14,,0.0,0.27,2.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
138,-,33.88,hk,03600,现代牙科,5.96,596,港股,1,,,,,,,,9.33,9.33,,10.72,,0.0,1.69,55.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
139,-,33.88,hk,03399,粤运交通,1.38,138,港股,1,,,,,,,,4.24,4.24,,23.58,,0.0,0.44,11.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
140,-,33.88,hk,03382,天津港发展,0.59,59,港股,1,,,,,,,,5.45,5.45,,18.35,,0.0,0.25,36.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
141,-,33.88,hk,03377,远洋集团,0.05,5,港股,1,,,,,,,,0.08,0.08,,1250.00,,0.0,-0.79,6.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
142,-,33.88,hk,03369,秦港股份,2.44,244,港股,1,,,,,,,,7.54,7.54,,13.26,,0.0,0.58,136.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
143,-,33.88,hk,03363,正业国际,0.32,32,港股,1,,,,,,,,9.96,9.96,,10.04,,0.0,0.13,1.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
144,-,33.88,hk,03360,远东宏信,5.35,535,港股,1,,,,,,,,5.99,5.99,,16.69,,0.0,0.45,257.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
145,-,33.88,hk,03348,中国鹏飞集团,1.30,130,港股,1,,,,,,,,5.82,5.82,,17.18,,0.0,0.58,6.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
146,-,33.88,hk,03339,中国龙工,2.60,260,港股,1,,,,,,,,7.73,7.73,,12.94,,0.0,0.88,111.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
147,-,33.88,hk,03337,安东油田服务,0.83,83,港股,1,,,,,,,,6.03,6.03,,16.58,,0.0,0.59,24.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
148,-,33.88,hk,03332,中生联合,0.18,18,港股,1,,,,,,,,6.24,6.24,,16.03,,0.0,0.37,1.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
149,-,33.88,hk,03330,灵宝黄金,12.29,1229,港股,1,,,,,,,,9.91,9.91,,10.09,,0.0,2.93,169.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
150,-,33.88,hk,03320,华润医药,4.24,424,港股,1,,,,,,,,5.95,5.95,,16.81,,0.0,0.47,266.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
151,-,33.88,hk,03316,滨江服务,21.46,2146,港股,1,,,,,,,,9.00,9.00,,11.11,,0.0,3.20,59.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
152,-,33.88,hk,03311,中国建筑国际,6.97,697,港股,1,,,,,,,,3.87,3.87,,25.84,,0.0,0.47,368.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
153,-,33.88,hk,03306,江南布衣,17.22,1722,港股,1,,,,,,,,8.52,8.52,,11.74,,0.0,3.07,91.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
154,-,33.88,hk,02969,大成生化科技,0.33,33,港股,1,,,,,,,,3.54,3.54,,28.25,,0.0,-2.47,5.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
155,-,33.88,hk,02959,杜甫酒业集团-旧,0.33,33,港股,1,,,,,,,,1.54,1.54,,64.94,,0.0,1.16,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
156,-,33.88,hk,02886,滨海投资,1.04,104,港股,1,,,,,,,,6.22,6.22,,16.08,,0.0,0.62,14.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
157,-,33.88,hk,02883,中海油田服务,6.25,625,港股,1,,,,,,,,7.00,7.00,,14.29,,0.0,0.55,298.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
158,-,33.88,hk,02880,辽港股份,0.68,68,港股,1,,,,,,,,9.82,9.82,,10.18,,0.0,0.35,160.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
159,-,33.88,hk,02877,神威药业,7.38,738,港股,1,,,,,,,,5.80,5.80,,17.24,,0.0,0.68,61.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
160,-,33.88,hk,02866,中远海发,0.87,87,港股,1,,,,,,,,6.64,6.64,,15.06,,0.0,0.33,114.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
161,-,33.88,hk,02858,易鑫集团,1.25,125,港股,1,,,,,,,,6.41,6.41,,15.60,,0.0,0.45,85.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
162,-,33.88,hk,02789,远大中国,0.15,15,港股,1,,,,,,,,2.39,2.39,,41.84,,0.0,1.21,9.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
163,-,33.88,hk,02788,创新实业,13.74,1374,港股,1,,,,,,,,9.43,9.43,,10.60,,0.0,2.68,285.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
164,-,33.88,hk,02779,中国新华教育,0.33,33,港股,1,,,,,,,,1.42,1.42,,70.42,,0.0,0.12,5.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
165,-,33.88,hk,02722,重庆机电,2.02,202,港股,1,,,,,,,,8.80,8.80,,11.36,,0.0,0.76,74.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
166,-,33.88,hk,02695,印象大红袍,1.60,160,港股,1,,,,,,,,5.89,5.89,,16.98,,0.0,0.62,2.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
167,-,33.88,hk,02693,金岩高岭新材,2.89,289,港股,1,,,,,,,,6.53,6.53,,15.31,,0.0,0.42,2.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
168,-,33.88,hk,02691,南华期货股份,6.09,609,港股,1,,,,,,,,6.89,6.89,,14.51,,0.0,0.67,46.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
169,-,33.88,hk,02689,玖龙纸业,6.83,683,港股,1,,,,,,,,8.88,8.88,,11.26,,0.0,0.59,320.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
170,-,33.88,hk,02688,新奥能源,40.46,4046,港股,1,,,,,,,,7.01,7.01,,14.27,,0.0,0.86,457.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
171,-,33.88,hk,02683,华新手袋国际控股,1.13,112,港股,1,,,,,,,,5.35,5.35,,18.69,,0.0,1.39,4.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
172,-,33.88,hk,02682,润利海事,0.14,14,港股,1,,,,,,,,7.46,7.46,,13.40,,0.0,0.51,1.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
173,-,33.88,hk,02678,天虹国际集团,5.97,597,港股,1,,,,,,,,5.42,5.42,,18.45,,0.0,0.48,54.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
174,-,33.88,hk,02671,美联股份,3.73,373,港股,1,,,,,,,,6.19,6.19,,16.16,,0.0,0.65,4.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
175,-,33.88,hk,02669,中海物业,3.23,323,港股,1,,,,,,,,7.01,7.01,,14.27,,0.0,1.64,106.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
176,-,33.88,hk,02666,环球医疗,4.44,444,港股,1,,,,,,,,3.75,3.75,,26.67,,0.0,0.42,89.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
177,-,33.88,hk,02660,禅游科技,2.16,216,港股,1,,,,,,,,5.81,5.81,,17.21,,0.0,0.78,22.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
178,-,33.88,hk,02633,雅各臣科研制药,1.04,104,港股,1,,,,,,,,6.90,6.90,,14.49,,0.0,0.90,20.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
179,-,33.88,hk,02628,中国人寿,26.66,2666,港股,1,,,,,,,,4.67,4.67,,21.41,,0.0,1.11,7535.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
180,-,33.88,hk,02621,手回集团,3.35,335,港股,1,,,,,,,,0.86,0.86,,116.28,,0.0,0.52,7.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
181,-,33.88,hk,02619,香江电器,1.34,134,港股,1,,,,,,,,6.51,6.51,,15.36,,0.0,0.29,3.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
182,-,33.88,hk,02618,京东物流,11.75,1175,港股,1,,,,,,,,9.97,9.97,,10.03,,0.0,1.29,784.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
183,-,33.88,hk,02610,南山铝业国际,24.98,2498,港股,1,,,,,,,,4.88,4.88,,20.49,,0.0,1.02,155.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
184,-,33.88,hk,02607,上海医药,11.40,1140,港股,1,,,,,,,,6.50,6.50,,15.38,,0.0,0.48,422.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
185,-,33.88,hk,02601,中国太保,26.88,2688,港股,1,,,,,,,,4.30,4.30,,23.26,,0.0,0.71,2585.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
186,-,33.88,hk,02600,中国铝业,7.46,746,港股,1,,,,,,,,7.77,7.77,,12.87,,0.0,1.40,1279.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
187,-,33.88,hk,02598,连连数字,4.07,407,港股,1,,,,,,,,2.41,2.41,,41.49,,0.0,1.32,44.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
188,-,33.88,hk,02588,中银航空租赁,81.25,8125,港股,1,,,,,,,,9.20,9.20,,10.87,,0.0,1.06,563.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
189,-,33.88,hk,02581,明基医院,2.40,240,港股,1,,,,,,,,7.12,7.12,,14.04,,0.0,0.30,7.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
190,-,33.88,hk,02580,奥克斯电气,9.97,997,港股,1,,,,,,,,6.40,6.40,,15.62,,0.0,1.44,158.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
191,-,33.88,hk,02566,九源基因,5.90,590,港股,1,,,,,,,,9.27,9.27,,10.79,,0.0,0.79,14.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
192,-,33.88,hk,02560,海螺材料科技,1.39,139,港股,1,,,,,,,,6.66,6.66,,15.02,,0.0,0.53,8.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
193,-,33.88,hk,02555,茶百道,4.52,451,港股,1,,,,,,,,7.49,7.49,,13.35,,0.0,1.52,66.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
194,-,33.88,hk,02552,华领医药-B,2.12,212,港股,1,,,,,,,,1.83,1.83,,54.64,,0.0,2.01,22.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
