rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,market_cap_yi_usd,fail_reasons
331,-,36.93,us,BCAB,"BioAtla, Inc. - Common Stock",3.83,383,"BioAtla, Inc. - Common Stock",0,-164.3,,,43.5,,1.03,72.8,-0.13,,,,0.0,-0.17,0.1,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
332,-,27.54,us,BCAL,California BanCorp - Common Stock,20.86,2086,California BanCorp - Common Stock,0,2.0,,,-79.0,,9.26,87.3,11.18,,8.94,,0.0,1.16,6.7,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
333,-,27.57,us,BCAR,D. Boral ARC Acquisition I Corp. - Class A Ordinary Shares,10.42,1041,D. Boral ARC Acquisition I Corp. - Class A Ordinary Shares,0,,,,,,-0.10,0.0,,,,,0.0,1.47,4.2,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
334,-,42.04,us,BCAX,Bicara Therapeutics Inc. - Common Stock,29.39,2939,Bicara Therapeutics Inc. - Common Stock,1,54.9,,,-30.8,,1.10,3.6,-12.27,,,,0.0,3.76,19.3,毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
335,-,41.63,us,BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",10.68,1068,"BCB Bancorp, Inc. (NJ) - Common Stock",0,10.4,,,-35.3,-4.9,1.19,91.0,264.53,,0.38,,0.0,0.60,1.9,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
336,-,36.58,us,BCDA,"BioCardia, Inc. - Common Stock",1.18,118,"BioCardia, Inc. - Common Stock",0,-483.2,,,31.3,,0.99,77.5,-1.73,,,,0.0,-12.59,0.1,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
337,-,19.64,us,BCG,"Binah Capital Group, Inc. - Common Stock",1.54,154,"Binah Capital Group, Inc. - Common Stock",0,,,-3.2,-1026.8,,0.12,75.7,8.15,,12.27,,0.0,1.27,0.3,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
338,-,35.29,us,BCML,BayCom Corp - Common Stock,32.49,3249,BayCom Corp - Common Stock,0,9.5,,,15.6,26.0,1.12,87.8,13.42,0.86,7.45,18.1,83.0,1.03,3.5,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 未打0.3%折
339,-,36.49,us,BCPC,Balchem Corporation - Common Stock,169.87,16987,Balchem Corporation - Common Stock,1,12.0,32.7,11.8,3.0,8.7,1.69,27.0,34.53,11.46,2.90,1.0,419.0,4.25,54.6,ROE<15.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
340,-,34.89,us,BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",9.94,993,"BioCryst Pharmaceuticals, Inc. - Common Stock",0,112.8,,,8.3,,0.42,197.0,-5.51,,,,0.0,-4.56,25.3,负债率≥70.0%; OCF/净利<0.8; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
341,-,45.8,us,BCTX,BriaCell Therapeutics Corp. - Common Shares,3.16,316,BriaCell Therapeutics Corp. - Common Shares,1,,,,76.4,,5.04,,-0.90,,,,0.0,1.14,0.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
342,-,17.95,us,BCYC,Bicycle Therapeutics plc - American Depositary Shares,4.26,426,Bicycle Therapeutics plc - American Depositary Shares,0,-58.6,,-669.7,-60.3,,0.34,17.1,-1.36,,,,0.0,0.54,3.0,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
343,-,34.97,us,BDCI,BTC Development Corp. - Class A Ordinary Shares,10.06,1006,BTC Development Corp. - Class A Ordinary Shares,0,,,,,,22.20,115.7,96.92,,1.03,,0.0,1.41,3.5,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
344,-,27.12,us,BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,2.76,276,Biodexa Pharmaceuticals plc - American Depositary Shares,1,,,,,,,,-0.21,,,,0.0,0.12,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
345,-,29.6,us,BDSX,"Biodesix, Inc. - Common Stock",23.98,2397,"Biodesix, Inc. - Common Stock",0,-340.9,,-60.2,17.7,,1.13,78.5,-7.77,,,,0.0,27.19,2.5,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
346,-,32.11,us,BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",1.79,179,"Black Diamond Therapeutics, Inc. - Common Stock",1,-60.0,,,15.5,,0.89,32.1,-2.37,,,,0.0,0.98,1.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
347,-,39.68,us,BEAM,Beam Therapeutics Inc. - Common Stock,34.58,3458,Beam Therapeutics Inc. - Common Stock,1,-17.0,,-35.1,54.2,,1.13,33.5,-53.92,,,,0.0,3.06,35.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
348,-,20.15,us,BEAT,"Heartbeam, Inc. - Common Stock",0.73,73,"Heartbeam, Inc. - Common Stock",0,-212.4,,,-32.9,,0.74,49.5,-2.01,,,,0.0,64.04,0.4,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
349,-,31.93,us,BEEM,Beam Global - Common Stock,1.27,127,Beam Global - Common Stock,0,-31.0,14.8,-22.9,29.8,,0.19,32.8,-1.54,,,,0.0,1.31,0.3,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
350,-,31.71,us,BEEP,Mobile Infrastructure Corporation - Common Stock,1.45,145,Mobile Infrastructure Corporation - Common Stock,0,-3.8,,-15.6,77.1,,0.14,54.4,-2.43,,,,0.0,0.45,0.6,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
351,-,60.07,us,BELFA,Bel Fuse Inc. - Class A Common Stock,279.45,27945,Bel Fuse Inc. - Class A Common Stock,0,21.1,33.7,11.5,40.1,43.8,1.47,89.0,72.21,1.80,1.38,16.7,179.4,9.05,39.7,负债率≥70.0%; PEG≥1.0; 盈收率≤5.0%; 未打0.3%折
352,-,58.7,us,BELFB,Bel Fuse Inc. - Class B Common Stock,323.83,32382,Bel Fuse Inc. - Class B Common Stock,0,21.1,33.7,11.5,40.1,43.8,1.47,89.0,83.68,2.09,1.20,14.4,207.9,10.49,46.1,负债率≥70.0%; PEG≥1.0; 盈收率≤5.0%; 未打0.3%折
353,-,25.77,us,BENF,Beneficient - Class A Common Stock,3.69,369,Beneficient - Class A Common Stock,0,,,,,,,84.0,-0.61,,,,0.0,-0.25,0.5,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
354,-,34.97,us,BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",0.72,72,"Bullfrog AI Holdings, Inc. - Common Stock",1,3007.3,18.8,-5994.4,-30.6,,0.80,10.6,-2.20,,,,0.0,2.73,0.1,毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
355,-,19.75,us,BFRI,Biofrontera Inc. - Common Stock,1.02,102,Biofrontera Inc. - Common Stock,0,-123.9,,-47.6,11.8,,0.58,79.9,-1.18,,,,0.0,2.15,0.1,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
356,-,52.05,us,BFST,"Business First Bancshares, Inc. - Common Stock",30.66,3066,"Business First Bancshares, Inc. - Common Stock",0,14.0,,,30.9,33.3,1.28,89.8,11.02,0.36,9.07,84.2,47.0,1.01,10.0,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%
357,-,59.3,us,BGC,"BGC Group, Inc. - Class A Common Stock",10.79,1079,"BGC Group, Inc. - Class A Common Stock",1,17.2,,9.5,201.4,50.5,2.64,70.0,28.10,0.56,3.56,53.9,112.3,4.70,51.7,毛利<30.0%; 净利率<10.0%; 盈收率≤5.0%; 未打0.3%折
358,-,30.55,us,BGDE,"Big Digital Energy, Inc. - Common Stock",9.10,910,"Big Digital Energy, Inc. - Common Stock",0,-354.9,34.2,-77.8,23.7,,-0.08,105.3,-2.21,,,,0.0,11.57,0.5,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
359,-,45.17,us,BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,1.80,180,Bgin Blockchain Limited - Class A Ordinary Shares,0,,77.4,54.3,,,-0.22,22.4,-1.15,,,,0.0,3.74,2.0,OCF/净利<0.8; ROE<15.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
360,-,32.07,us,BGL,Blue Gold Limited - Class A ordinary shares,0.26,25,Blue Gold Limited - Class A ordinary shares,0,,,,,,18.63,124.8,-0.48,,,,0.0,-0.52,0.1,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
361,-,39.54,us,BGLC,BioNexus Gene Lab Corp - Common stock,2.08,208,BioNexus Gene Lab Corp - Common stock,1,-19.6,13.6,-16.8,39.2,,1.31,20.2,-1.73,,,,0.0,0.62,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
362,-,27.12,us,BGM,BGM Group Ltd. - Class A Ordinary Shares,0.34,33,BGM Group Ltd. - Class A Ordinary Shares,1,,,,,,,,-49.40,,,,0.0,0.74,1.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
363,-,31.86,us,BGMS,"Bio Green Med Solution, Inc. - Common Stock",0.73,73,"Bio Green Med Solution, Inc. - Common Stock",0,-135.5,,-26074.4,50.3,,0.71,153.1,-1.30,,,,0.0,0.60,0.0,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
364,-,31.46,us,BHST,BioHarvest Sciences Inc. - Common Stock,2.98,297,BioHarvest Sciences Inc. - Common Stock,0,191.0,,-51.3,-2.8,,0.52,,-5.90,,,,0.0,2.93,0.7,OCF/净利<0.8; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
365,-,17.3,us,BIAF,"bioAffinity Technologies, Inc. - Common Stock",0.81,81,"bioAffinity Technologies, Inc. - Common Stock",1,-113.7,,-96.6,-13.9,,0.80,60.1,-0.32,,,,0.0,1.39,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
366,-,36.72,us,BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",114.69,11469,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",0,2.2,,4.3,-75.5,-10.0,-0.54,35.5,179.04,,0.56,,0.0,1.00,390.3,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
367,-,50.71,us,BIIB,Biogen Inc. - Common Stock,213.35,21335,Biogen Inc. - Common Stock,1,,,11.8,-61.9,-33.8,1.33,40.4,22.96,,4.36,,0.0,1.69,315.0,ROE<15.0%; 毛利<30.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
368,-,32.71,us,BILI,Bilibili Inc. - American Depositary Shares,17.07,1707,Bilibili Inc. - American Depositary Shares,1,8.2,36.6,3.9,,,5.99,62.2,35.33,,2.83,,0.0,3.15,71.1,ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
369,-,38.67,us,BIOA,"BioAge Labs, Inc. - Common Stock",24.86,2486,"BioAge Labs, Inc. - Common Stock",0,49.7,,,-11.4,,0.72,9.8,-12.29,,,,0.0,2.91,11.1,OCF/净利<0.8; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
370,-,27.12,us,BIOX,Bioceres Crop Solutions Corp. - Ordinary Shares,0.34,33,Bioceres Crop Solutions Corp. - Ordinary Shares,1,,,,,,,,-0.09,,,,0.0,0.32,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
371,-,36.49,us,BIRD,"Smartbird, Inc. - Class A Common Stock",4.17,417,"Smartbird, Inc. - Class A Common Stock",0,-37.2,,,38.8,,0.68,46.2,-0.48,,,,0.0,2.26,0.4,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
372,-,39.03,us,BIVI,BioVie Inc. - Common stock,1.99,199,BioVie Inc. - Common stock,1,-337.9,,,36.1,,0.87,38.5,-0.75,,,,0.0,0.96,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
373,-,32.25,us,BIYA,Baiya International Group Inc.  - Ordinary Shares,0.57,57,Baiya International Group Inc.  - Ordinary Shares,0,-192.5,6.9,-8.8,19.5,,1.77,88.9,-0.96,,,,0.0,0.40,0.1,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
374,-,39.18,us,BJDX,"Bluejay Diagnostics, Inc. - Common Stock",1.16,115,"Bluejay Diagnostics, Inc. - Common Stock",1,-106.9,,,22.5,,1.01,13.9,-0.17,,,,0.0,0.29,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
375,-,30.02,us,BJRI,"BJ's Restaurants, Inc. - Common Stock",58.80,5880,"BJ's Restaurants, Inc. - Common Stock",1,,,,,,,,27.86,,3.59,,0.0,3.32,12.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
376,-,28.67,us,BKNG,Booking Holdings Inc. - Common Stock,180.92,18092,Booking Holdings Inc. - Common Stock,0,,,,,,,114.5,22.78,,4.39,,0.0,-16.07,1401.9,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
377,-,55.32,us,BKR,Baker Hughes Company - Common Stock,56.59,5659,Baker Hughes Company - Common Stock,1,12.0,,7.6,423.3,,1.58,,18.02,0.04,5.55,704.7,96.3,2.91,561.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; 未打0.3%折
378,-,73.52,us,BL,"BlackLine, Inc. - Common Stock",28.09,2809,"BlackLine, Inc. - Common Stock",0,24.2,75.1,9.0,279.8,,2.40,73.5,61.97,0.22,1.61,135.4,104.0,5.39,16.5,负债率≥70.0%; 净利率<10.0%; CAGR<10.0%; 盈收率≤5.0%; 未打0.3%折
379,-,61.43,us,BLBD,Blue Bird Corporation - Common Stock,79.64,7963,Blue Bird Corporation - Common Stock,1,23.9,12.3,2.1,152.0,25.0,5.04,,18.95,0.76,5.28,33.0,423.0,8.46,25.2,毛利<30.0%; 净利率<10.0%; 未打0.3%折
380,-,27.12,us,BLDP,"Ballard Power Systems, Inc. - Common Shares",3.87,387,"Ballard Power Systems, Inc. - Common Shares",1,,,,,,,,-14.37,,,,0.0,2.02,11.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
381,-,36.65,us,BLFS,"BioLife Solutions, Inc. - Common Stock",28.31,2831,"BioLife Solutions, Inc. - Common Stock",0,-16.1,,,51.4,,0.18,12.7,-467.12,,,,0.0,3.72,13.8,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
382,-,42.59,us,BLIN,"Bridgeline Digital, Inc. - Common Stock",1.17,117,"Bridgeline Digital, Inc. - Common Stock",0,-12.3,67.9,-12.8,79.2,,0.39,35.9,-8.82,,,,0.0,1.60,0.1,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
383,-,27.12,us,BLIV,BeLive Holdings - ordinary shares,2.16,216,BeLive Holdings - ordinary shares,1,,,,,,,,-4.51,,,,0.0,3.45,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
384,-,49.02,us,BLKB,"Blackbaud, Inc. - Common Stock",29.27,2927,"Blackbaud, Inc. - Common Stock",0,0.4,54.1,0.3,106.6,-26.9,66.15,94.9,9.48,,10.55,,0.0,38.91,13.4,负债率≥70.0%; ROE<15.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
385,-,26.92,us,BLLN,"BillionToOne, Inc. - Class A common stock",119.58,11958,"BillionToOne, Inc. - Class A common stock",0,,24.1,-115.3,,,0.65,44.5,187.00,,0.53,,0.0,10.88,55.0,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
386,-,67.86,us,BLMN,"Bloomin' Brands, Inc. - Common Stock",8.96,896,"Bloomin' Brands, Inc. - Common Stock",0,90.8,,5.9,142.8,,2.15,95.9,35.29,0.25,2.83,121.4,10.3,1.94,7.7,负债率≥70.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; 盈收率≤5.0%
387,-,20.15,us,BLNE,"Beeline Holdings, Inc. - Common Stock",1.33,133,"Beeline Holdings, Inc. - Common Stock",0,-46.5,,,-50.4,,0.29,26.4,-1.97,,,,0.0,0.84,0.4,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
388,-,16.28,us,BLNK,Blink Charging Co. - Common Stock,0.65,65,Blink Charging Co. - Common Stock,0,-85.8,28.6,-144.9,-122.5,,0.48,46.3,-1.26,,,,0.0,1.73,0.9,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
389,-,27.12,us,BLRX,BioLineRx Ltd. - American Depositary Shares,3.14,314,BioLineRx Ltd. - American Depositary Shares,1,,,,,,,,-1.73,,,,0.0,0.82,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
390,-,24.14,us,BLTE,"Belite Bio, Inc - American Depositary Shares",154.20,15419,"Belite Bio, Inc - American Depositary Shares",1,-239.6,,,-150.1,,0.94,4.1,-68.47,,,,0.0,7.77,61.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
391,-,21.0,us,BLZE,"Backblaze, Inc. - Common Stock",15.79,1578,"Backblaze, Inc. - Common Stock",0,-86.9,48.9,-58.5,0.0,,0.12,53.9,-42.23,,,,0.0,11.19,9.5,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
392,-,32.59,us,BMBL,Bumble Inc. - common stock,3.21,320,Bumble Inc. - common stock,0,-0.3,,-0.4,94.7,,-43.22,46.6,-0.63,,,,0.0,0.68,4.2,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
393,-,22.45,us,BMEA,"Biomea Fusion, Inc. - Common Stock",1.49,149,"Biomea Fusion, Inc. - Common Stock",1,-81.6,,,-43.3,,0.82,35.5,-2.40,,,,0.0,5.75,1.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
394,-,27.12,us,BMGL,Basel Medical Group Ltd - ordinary shares,6.45,645,Basel Medical Group Ltd - ordinary shares,1,,,,,,,,-1.12,,,,0.0,2.07,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
395,-,30.02,us,BMHL,Bluemount Holdings Limited - Class B Ordinary Shares,5.99,599,Bluemount Holdings Limited - Class B Ordinary Shares,1,,,,,,,,117.92,,0.85,,0.0,13.86,1.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
396,-,27.12,us,BMM,Blue Moon Metals Inc. - Common Shares,6.30,630,Blue Moon Metals Inc. - Common Shares,1,,,,,,,,-13.20,,,,0.0,3.68,6.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
397,-,60.63,us,BMR,Beamr Imaging Ltd. - Ordinary Share,1.50,150,Beamr Imaging Ltd. - Ordinary Share,1,23166.7,96.7,-23.9,44.3,,0.95,,-3.88,,,,0.0,1.48,0.2,净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
398,-,28.62,us,BMRA,"Biomerica, Inc. - Common Stock",1.77,177,"Biomerica, Inc. - Common Stock",1,-59.6,11.3,-110.4,16.3,,0.90,28.8,-1.31,,,,0.0,1.65,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
399,-,42.45,us,BMRN,BioMarin Pharmaceutical Inc. - Common Stock,56.60,5660,BioMarin Pharmaceutical Inc. - Common Stock,1,3.8,,6.9,18.4,-41.9,0.95,19.0,40.71,,2.46,,0.0,1.76,109.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
400,-,13.45,us,BNAI,Brand Engagement Network Inc. - Common Stock,16.51,1651,Brand Engagement Network Inc. - Common Stock,0,-382.0,,-33786.4,-187.4,,0.42,85.4,-13.30,,,,0.0,14.75,1.1,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
401,-,39.35,us,BNBX,BNB Plus Corp. - Common Stock,0.33,33,BNB Plus Corp. - Common Stock,1,-99.2,,,29.7,,,29.9,-0.07,,,,0.0,0.19,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
