rank,tier,score,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,deduct_ratio,ocf_to_profit,debt_ratio,goodwill_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,mktcap_yi,risk_notes,fail_reasons
4877,-,8.5,000859,国风新材,10.03,1002,塑料,0,-2.6,5.5,-3.3,-3.9,,,,41.3,0.0,-128.52,,,,0.0,3.33,89.9,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4878,-,8.5,000829,天音控股,7.80,780,专业连锁Ⅱ,0,-0.7,3.1,-0.0,-169.0,,,,89.3,0.3,-434.78,,,,0.0,2.76,80.0,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4879,-,8.5,000826,*ST启环,1.91,191,环境治理,0,,20.4,-65.0,1.0,,,,99.5,1.9,-0.89,,,,0.0,-1.09,27.2,,ST/退市; 亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4880,-,8.5,000822,山东海化,4.02,401,化学原料,0,-30.8,8.9,-29.2,-3638.1,,,,56.9,0.0,-2.57,,,,0.0,0.96,36.0,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4881,-,8.5,000820,*ST节能,2.72,272,环保设备Ⅱ,0,-55.3,11.1,-19.4,-130.0,,,,76.9,0.9,-27.78,,,,0.0,20.45,17.6,,ST/退市; 亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4882,-,8.5,000819,岳阳兴长,11.33,1133,炼化及贸易,0,-2.5,14.8,-1.4,-182.5,,,,35.9,0.0,-66.58,,,,0.0,2.01,41.9,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4883,-,8.5,000816,智慧农业,2.30,229,汽车零部件,0,-3.4,19.8,-5.5,-43.6,,,,25.0,0.0,-44.65,,,,0.0,1.71,33.3,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4884,-,8.5,000812,陕西金叶,3.10,310,包装印刷,0,-13.4,21.7,-16.3,-641.1,,,,70.2,0.1,-10.02,,,,0.0,1.57,23.4,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4885,-,8.5,000802,北京文化,3.48,348,影视院线,0,-46.2,-58.9,-122.6,-161.7,,,,66.1,0.1,-11.87,,,,0.0,4.08,24.9,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4886,-,8.5,000797,中国武夷,2.19,219,房地产开发,0,-9.1,21.9,-6.3,-1901.1,,,,75.9,0.0,-6.86,,,,0.0,0.74,34.4,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4887,-,8.5,000785,居然智家,2.00,200,一般零售,0,-5.1,20.1,-9.0,-229.8,,,,54.4,0.0,-10.84,,,,0.0,0.65,124.5,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4888,-,8.5,000782,恒申新材,8.08,808,化学纤维,0,-9.0,2.6,-6.2,-118.4,,,,51.0,0.0,-34.67,,,,0.0,3.43,55.5,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4889,-,8.5,000759,中百集团,6.35,635,一般零售,0,-73.3,22.4,-11.5,-81.1,,,,89.8,0.0,-4.40,,,,0.0,5.81,42.1,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4890,-,8.5,000731,四川美丰,5.11,511,农化制品,0,-3.0,8.2,-3.3,-144.9,,,,17.8,0.0,-19.80,,,,0.0,0.73,28.0,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4891,-,8.5,000727,冠捷科技,2.73,273,光学光电子,0,-31.4,10.2,-1.4,-938.9,,,,78.2,0.0,-13.78,,,,0.0,6.86,123.7,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4892,-,8.5,000723,美锦能源,3.35,335,焦炭Ⅱ,0,-8.1,5.5,-6.3,1.7,,,,65.2,0.0,-13.40,,,,0.0,1.19,147.5,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4893,-,8.5,000721,西安饮食,5.44,544,酒店餐饮,0,-63.8,-0.9,-26.0,-14.3,,,,86.4,0.0,-21.34,,,,0.0,24.61,31.2,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4894,-,8.5,000720,新能泰山,3.69,369,电网设备,0,-21.5,2.1,-32.0,-246.9,,,,58.3,0.0,-9.32,,,,0.0,2.46,46.4,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4895,-,8.5,000717,中南股份,2.01,200,普钢,0,-15.7,3.3,-4.4,4.2,,,,63.4,0.0,-4.52,,,,0.0,0.73,48.7,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4896,-,8.5,000716,黑芝麻,4.04,404,休闲食品,0,-1.9,23.0,-2.1,-161.5,,,,42.3,0.1,-177.18,,,,0.0,1.20,30.4,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4897,-,8.5,000711,ST京蓝,4.54,454,环境治理,0,-36.7,-2.2,-44.4,-92.1,,,,52.5,0.2,-71.00,,,,0.0,20.25,134.1,,ST/退市; 亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4898,-,8.5,000707,双环科技,4.22,422,化学原料,0,-3.3,12.7,-4.3,-129.8,,,,46.7,0.0,-22.38,,,,0.0,0.89,24.7,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4899,-,8.5,000697,炼石航空,10.38,1038,航空装备Ⅱ,0,-60.8,8.9,-27.6,-97.8,,,,27.3,0.1,-31.30,,,,0.0,4.30,144.9,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4900,-,8.5,000695,滨海能源,12.50,1250,电池,0,-81.5,0.2,-15.3,-169.4,,,,94.2,0.0,-32.62,,,,0.0,9.69,29.0,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4901,-,8.5,000679,大连友谊,6.17,617,一般零售,0,-47.3,17.8,-23.1,-25.4,,,,93.6,0.0,-22.69,,,,0.0,15.21,22.0,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4902,-,8.5,000678,襄阳轴承,8.50,850,汽车零部件,0,-6.2,13.6,-3.2,-38.9,,,,65.1,0.0,-71.69,,,,0.0,5.01,39.1,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4903,-,8.5,000670,盈方微,7.59,759,其他电子Ⅱ,0,-397.4,3.3,-1.7,-32.9,,,,77.4,1.0,-79.24,,,,0.0,208.65,64.2,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4904,-,8.5,000665,湖北广电,3.65,365,电视广播Ⅱ,0,-28.4,-8.4,-72.1,-37.8,,,,65.1,0.0,-3.78,,,,0.0,1.30,41.5,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4905,-,8.5,000663,永安林业,5.10,509,林业Ⅱ,0,-9.8,11.4,-29.3,-11.8,,,,37.3,0.0,-19.38,,,,0.0,1.89,17.2,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4906,-,8.5,000659,珠海中富,3.11,311,包装印刷,0,-69.7,15.7,-11.7,6.2,,,,99.3,0.0,-39.51,,,,0.0,43.48,40.0,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4907,-,8.5,000652,泰达股份,3.41,341,综合Ⅱ,0,-5.1,5.3,-1.6,-350.7,,,,84.2,0.0,-17.56,,,,0.0,0.92,49.8,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4908,-,8.5,000639,ST西王,1.10,110,食品加工,0,-54.3,19.7,-27.4,-180.1,,,,59.7,0.0,-0.94,,,,0.0,0.72,11.9,,ST/退市; 亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4909,-,8.5,000637,茂化实华,3.50,350,炼化及贸易,0,-24.7,1.6,-4.6,-69.9,,,,69.0,0.4,-13.49,,,,0.0,3.80,18.2,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4910,-,8.5,000635,英 力 特,6.04,604,化学原料,0,-47.6,-17.4,-32.4,-10.2,,,,50.6,0.0,-3.96,,,,0.0,2.16,23.8,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4911,-,8.5,000632,ST三木,3.05,305,综合Ⅱ,0,-157.6,4.0,-15.2,-68.7,,,,93.8,0.0,-1.53,,,,0.0,22.63,14.2,,ST/退市; 亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4912,-,8.5,000620,盈新发展,3.50,350,房地产开发,0,-27.1,9.8,-68.6,-120.0,,,,61.6,0.0,-17.27,,,,0.0,5.61,205.5,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4913,-,8.5,000615,*ST美谷,3.13,313,医疗美容,0,,22.7,-45.5,-26.9,,,,39.5,0.1,-9.04,,,,0.0,3.42,55.9,,ST/退市; 亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4914,-,8.5,000610,*ST西旅,5.56,556,旅游及景区,0,,1.9,-52.4,-11.9,,,,104.6,-0.1,-4.61,,,,0.0,-16.22,13.2,,ST/退市; 亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4915,-,8.5,000609,*ST中迪,12.79,1279,房地产开发,0,,-0.9,-201.1,-67.2,,,,115.5,-0.0,-8.86,,,,0.0,-12.04,38.3,,ST/退市; 亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4916,-,8.5,000608,阳光股份,6.48,648,房地产开发,0,-9.9,29.6,-63.9,-69.0,,,,42.9,0.0,-21.55,,,,0.0,2.37,48.6,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4917,-,8.5,000607,华媒控股,3.07,307,广告营销,0,-25.3,17.1,-28.7,-4201.4,,,,57.1,0.1,-9.00,,,,0.0,2.63,31.2,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4918,-,8.5,000599,青岛双星,4.22,422,汽车零部件,0,-25.8,5.7,-7.8,-1.1,,,,68.7,0.0,-29.10,,,,0.0,0.94,103.1,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4919,-,8.5,000592,平潭发展,6.69,669,林业Ⅱ,0,-6.2,6.9,-8.6,3.3,,,,45.0,0.0,-108.50,,,,0.0,7.29,129.2,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4920,-,8.5,000572,海马汽车,3.70,370,乘用车,0,-8.8,7.8,-7.9,-6.2,,,,55.3,0.0,-40.51,,,,0.0,3.86,60.9,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4921,-,8.5,000571,新大洲A,6.33,633,煤炭开采,0,-105.2,25.5,-30.2,-37.9,,,,67.8,0.0,-34.73,,,,0.0,352.27,53.1,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4922,-,8.5,000560,我爱我家,2.07,206,房地产服务,0,-1.0,9.2,-0.9,-231.6,,,,62.2,0.5,-50.03,,,,0.0,0.53,48.8,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4923,-,8.5,000552,甘肃能化,2.24,224,煤炭开采,0,-1.3,15.8,-2.7,-117.5,,,,54.6,0.0,-62.36,,,,0.0,0.73,119.9,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4924,-,8.5,000546,金圆股份,4.86,486,环境治理,0,-6.3,-1.5,-2.7,-733.9,,,,26.7,0.0,-11.59,,,,0.0,0.98,37.8,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4925,-,8.5,000545,金浦钛业,2.38,238,化学原料,0,-49.4,-3.8,-31.5,-102.3,,,,59.5,0.0,-4.63,,,,0.0,3.77,23.5,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4926,-,8.5,000536,华映科技,3.35,335,光学光电子,0,-132.5,-30.1,-74.8,8.7,,,,80.2,0.0,-9.08,,,,0.0,11.03,92.7,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4927,-,8.5,000525,红太阳,3.92,392,农化制品,0,-14.2,10.8,-12.3,-197.6,,,,59.8,0.2,-12.62,,,,0.0,2.06,51.1,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4928,-,8.5,000516,国际医学,3.89,389,医疗服务,0,-9.0,8.3,-7.7,-23.2,,,,69.0,0.0,-34.15,,,,0.0,2.66,87.1,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4929,-,8.5,000510,新金路,24.84,2484,化学原料,0,-19.0,10.2,-13.9,-268.3,,,,52.2,0.0,-65.90,,,,0.0,15.62,161.1,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4930,-,8.5,000505,京粮控股,5.03,503,农产品加工,0,-8.9,4.5,-3.4,-1118.3,,,,47.5,0.0,-13.50,,,,0.0,1.27,36.6,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4931,-,8.5,000503,国新健康,6.15,615,软件开发,0,-33.5,21.2,-115.3,-3793.8,,,,44.0,0.0,-14.80,,,,0.0,6.28,60.2,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4932,-,8.5,000488,ST晨鸣,1.88,188,造纸,0,-164.8,-39.0,-134.1,-11.9,,,,94.4,0.0,-0.75,,,,0.0,13.28,55.3,,ST/退市; 亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4933,-,8.5,000430,张家界,7.30,730,旅游及景区,0,-4677.1,17.3,-119.8,5.6,,,,54.4,0.0,-27.86,,,,0.0,3.25,59.1,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4934,-,8.5,000428,华天酒店,3.04,304,酒店餐饮,0,-14.6,8.6,-39.8,-16.0,,,,82.3,0.0,-14.80,,,,0.0,2.43,31.0,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4935,-,8.5,000410,沈阳机床,4.64,463,通用设备,0,-0.3,14.4,-0.3,-111.9,,,,51.5,0.0,-231.81,,,,0.0,2.94,122.9,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4936,-,8.5,000070,特发信息,20.84,2084,通信设备,0,-39.5,17.1,-11.2,-23.1,,,,78.6,0.0,-36.93,,,,0.0,18.09,181.0,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4937,-,8.5,000069,华侨城Ａ,1.64,164,房地产开发,0,-34.4,9.3,-46.2,-67.3,,,,80.6,0.0,-0.91,,,,0.0,0.39,131.8,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4938,-,8.5,000068,华控赛格,2.83,283,环境治理,0,-15.7,13.5,-12.6,-713.5,,,,73.6,0.0,-27.05,,,,0.0,4.87,28.5,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4939,-,8.5,000056,*ST皇庭,2.28,227,房地产服务,0,,25.4,-81.2,-326.2,,,,228.1,-0.0,-1.01,,,,0.0,-1.12,27.0,,ST/退市; 亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4940,-,8.5,000055,方大集团,3.37,337,装修建材,0,-8.8,13.5,-15.3,-455.9,,,,55.4,0.0,-6.96,,,,0.0,0.65,36.2,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4941,-,8.5,000032,深桑达Ａ,24.95,2495,专业工程,0,-2.0,9.7,-0.3,-138.5,,,,81.7,0.0,-172.84,,,,0.0,4.12,303.2,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4942,-,8.5,000016,*ST康佳A,2.30,229,白色家电,0,,4.1,-127.9,-237.7,,,,126.2,0.0,-0.43,,,,0.0,-0.49,55.4,,ST/退市; 亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
4943,-,8.5,000014,沙河股份,9.13,913,房地产开发,0,-9.7,-1.2,-48.5,-1014.2,,,,28.1,0.0,-14.51,,,,0.0,1.60,22.1,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
