rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,market_cap_yi_usd,fail_reasons
4058,-,30.02,us,LVS,Las Vegas Sands Corp. Common Stock,46.19,46.19,Las Vegas Sands Corp. Common Stock,1,,,,,,,,16.62,,6.02,,0.0,25.55,306.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4059,-,27.12,us,LVWR,"LiveWire Group, Inc. Common Stock",1.12,1.12,"LiveWire Group, Inc. Common Stock",1,,,,,,,,-3.10,,,,0.0,8.10,2.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4060,-,30.02,us,LW,"Lamb Weston Holdings, Inc. Common Stock",43.18,43.18,"Lamb Weston Holdings, Inc. Common Stock",1,,,,,,,,19.85,,5.04,,0.0,3.26,59.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4061,-,30.02,us,LXFR,Luxfer Holdings PLC Ordinary Shares,18.04,18.04,Luxfer Holdings PLC Ordinary Shares,1,,,,,,,,84.00,,1.19,,0.0,2.18,4.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4062,-,30.02,us,LXU,"LSB Industries, Inc. Common Stock",10.81,10.81,"LSB Industries, Inc. Common Stock",1,,,,,,,,16.93,,5.91,,0.0,1.43,7.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4063,-,27.12,us,LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),52.65,52.65,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),1,,,,,,,,-21.32,,,,0.0,1.69,169.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4064,-,30.02,us,LYV,"Live Nation Entertainment, Inc. Common Stock",183.11,183.11,"Live Nation Entertainment, Inc. Common Stock",1,,,,,,,,515.52,,0.19,,0.0,-309.40,431.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4065,-,30.02,us,LZB,La-Z-Boy Incorporated Common Stock,40.12,40.12,La-Z-Boy Incorporated Common Stock,1,,,,,,,,15.70,,6.37,,0.0,1.52,16.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4066,-,27.12,us,LZM,Lifezone Metals Limited Ordinary Shares,3.88,3.88,Lifezone Metals Limited Ordinary Shares,1,,,,,,,,-25.60,,,,0.0,4.72,3.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4067,-,30.02,us,M,Macy's Inc Common Stock,23.55,23.55,Macy's Inc Common Stock,1,,,,,,,,9.29,,10.76,,0.0,1.28,61.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4068,-,28.67,us,MA,Mastercard Incorporated Common Stock,513.60,513.60,Mastercard Incorporated Common Stock,0,,,,,,,86.4,29.15,,3.43,,0.0,67.54,4538.1,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4069,-,30.02,us,MAA,"Mid-America Apartment Communities, Inc. Common Stock",138.94,138.94,"Mid-America Apartment Communities, Inc. Common Stock",1,,,,,,,,41.51,,2.41,,0.0,2.91,161.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4070,-,27.12,us,MAC,Macerich Company (The) Common Stock,25.19,25.19,Macerich Company (The) Common Stock,1,,,,,,,,-38.95,,,,0.0,2.93,71.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4071,-,27.12,us,MAGN,Magnera Corporation Common Stock,11.75,11.75,Magnera Corporation Common Stock,1,,,,,,,,-3.82,,,,0.0,0.40,4.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4072,-,27.12,us,MAIA,"MAIA Biotechnology, Inc. Common Stock",1.44,1.44,"MAIA Biotechnology, Inc. Common Stock",1,,,,,,,,-3.61,,,,0.0,3.15,0.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4073,-,30.02,us,MAIN,Main Street Capital Corporation Common Stock,51.88,51.88,Main Street Capital Corporation Common Stock,1,,,,,,,,11.32,,8.83,,0.0,1.56,48.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4074,-,30.02,us,MAIR,Madison Air Solutions Corporation Class A Common Stock,39.00,39.00,Madison Air Solutions Corporation Class A Common Stock,1,,,,,,,,119.64,,0.84,,0.0,1761.21,195.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4075,-,27.12,us,MAN,ManpowerGroup Common Stock,33.77,33.77,ManpowerGroup Common Stock,1,,,,,,,,-95.77,,,,0.0,0.76,15.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4076,-,27.12,us,MANE,"Veradermics, Incorporated Common Stock",122.94,122.94,"Veradermics, Incorporated Common Stock",1,,,,,,,,-60.55,,,,0.0,13.15,51.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4077,-,27.12,us,MANU,Manchester United Ltd. Class A Ordinary Shares,22.93,22.93,Manchester United Ltd. Class A Ordinary Shares,1,,,,,,,,-142.99,,,,0.0,15.98,39.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4078,-,30.02,us,MAS,Masco Corporation Common Stock,81.37,81.37,Masco Corporation Common Stock,1,,,,,,,,19.61,,5.10,,0.0,-67.83,164.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4079,-,30.02,us,MATV,"Mativ Holdings, Inc. Common Stock",7.57,7.57,"Mativ Holdings, Inc. Common Stock",1,,,,,,,,5.46,,18.32,,0.0,0.88,4.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4080,-,30.02,us,MATX,"Matson, Inc. Common Stock",192.23,192.23,"Matson, Inc. Common Stock",1,,,,,,,,13.56,,7.37,,0.0,2.13,58.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4081,-,30.02,us,MAX,"MediaAlpha, Inc. Class A Common Stock",12.57,12.57,"MediaAlpha, Inc. Class A Common Stock",1,,,,,,,,20.08,,4.98,,0.0,408.84,7.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4082,-,27.12,us,MBC,"MasterBrand, Inc. Common Stock",10.29,10.29,"MasterBrand, Inc. Common Stock",1,,,,,,,,-658.48,,,,0.0,1.00,13.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4083,-,27.12,us,MBI,MBIA Inc. Common Stock,6.52,6.52,MBIA Inc. Common Stock,1,,,,,,,,-2.14,,,,0.0,-0.15,3.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4084,-,30.02,us,MC,Moelis & Company Class A Common Stock,65.42,65.42,Moelis & Company Class A Common Stock,1,,,,,,,,23.24,,4.30,,0.0,10.55,51.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4085,-,30.02,us,MCD,McDonald's Corporation Common Stock,270.31,270.31,McDonald's Corporation Common Stock,1,,,,,,,,22.13,,4.52,,0.0,-149.34,1920.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4086,-,27.12,us,MCI,Barings Corporate Investors Common Stock,17.56,17.56,Barings Corporate Investors Common Stock,1,,,,,,,,,,,,0.0,,3.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4087,-,30.02,us,MCK,McKesson Corporation Common Stock,755.60,755.60,McKesson Corporation Common Stock,1,,,,,,,,18.58,,5.38,,0.0,-40.73,884.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4088,-,30.02,us,MCO,Moody's Corporation Common Stock,452.92,452.92,Moody's Corporation Common Stock,1,,,,,,,,31.71,,3.15,,0.0,26.42,791.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4089,-,27.12,us,MCRP,Micropolis AI Robotics Ordinary Shares,1.83,1.83,Micropolis AI Robotics Ordinary Shares,1,,,,,,,,-10.51,,,,0.0,29.90,0.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4090,-,30.02,us,MCS,Marcus Corporation (The) Common Stock,23.46,23.46,Marcus Corporation (The) Common Stock,1,,,,,,,,50.93,,1.96,,0.0,1.63,7.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4091,-,30.02,us,MCY,Mercury General Corporation Common Stock,106.62,106.62,Mercury General Corporation Common Stock,1,,,,,,,,7.03,,14.22,,0.0,2.28,59.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4092,-,30.02,us,MD,"Pediatrix Medical Group, Inc. Common Stock",25.33,25.33,"Pediatrix Medical Group, Inc. Common Stock",1,,,,,,,,11.94,,8.38,,0.0,2.37,20.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4093,-,30.02,us,MDT,Medtronic plc. Ordinary Shares,78.23,78.23,Medtronic plc. Ordinary Shares,1,,,,,,,,20.86,,4.79,,0.0,2.02,1001.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4094,-,30.02,us,MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",21.21,21.21,"MDU Resources Group, Inc. Common Stock (Holding Company)",1,,,,,,,,23.42,,4.27,,0.0,1.53,44.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4095,-,30.02,us,MDV,"Modiv Industrial, Inc. Class C Common Stock",17.40,17.40,"Modiv Industrial, Inc. Class C Common Stock",1,,,,,,,,1181.79,,0.08,,0.0,1.13,1.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4096,-,27.12,us,MEC,"Mayville Engineering Company, Inc. Common Stock",37.46,37.46,"Mayville Engineering Company, Inc. Common Stock",1,,,,,,,,-57.07,,,,0.0,4.01,9.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4097,-,27.12,us,MED,MEDIFAST INC Common Stock,10.61,10.61,MEDIFAST INC Common Stock,1,,,,,,,,-5.89,,,,0.0,0.60,1.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4098,-,27.12,us,MEI,"Methode Electronics, Inc. Common Stock",18.97,18.97,"Methode Electronics, Inc. Common Stock",1,,,,,,,,-18.85,,,,0.0,0.99,6.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4099,-,30.02,us,MET,"MetLife, Inc. Common Stock",84.61,84.61,"MetLife, Inc. Common Stock",1,,,,,,,,15.04,,6.65,,0.0,1.99,544.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4100,-,30.02,us,MG,Mistras Group Inc Common Stock,17.47,17.47,Mistras Group Inc Common Stock,1,,,,,,,,24.80,,4.03,,0.0,2.38,5.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4101,-,30.02,us,MGA,"Magna International, Inc. Common Stock",65.66,65.66,"Magna International, Inc. Common Stock",1,,,,,,,,26.64,,3.75,,0.0,1.50,178.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4102,-,27.12,us,MGLD,"The Marygold Companies, Inc. Common Stock",1.19,1.19,"The Marygold Companies, Inc. Common Stock",1,,,,,,,,-23.31,,,,0.0,2.23,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4103,-,30.02,us,MGM,MGM Resorts International Common Stock,47.81,47.81,MGM Resorts International Common Stock,1,,,,,,,,67.05,,1.49,,0.0,5.03,122.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4104,-,30.02,us,MGY,Magnolia Oil & Gas Corporation Class A Common Stock,25.58,25.58,Magnolia Oil & Gas Corporation Class A Common Stock,1,,,,,,,,14.69,,6.81,,0.0,2.32,47.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4105,-,30.02,us,MH,"McGraw Hill, Inc. Common Stock",9.47,9.47,"McGraw Hill, Inc. Common Stock",1,,,,,,,,51.28,,1.95,,0.0,2.49,18.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4106,-,30.02,us,MHH,"Mastech Digital, Inc Common Stock",7.73,7.73,"Mastech Digital, Inc Common Stock",1,,,,,,,,40.12,,2.49,,0.0,1.02,0.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4107,-,30.02,us,MHK,"Mohawk Industries, Inc. Common Stock",121.33,121.33,"Mohawk Industries, Inc. Common Stock",1,,,,,,,,17.85,,5.60,,0.0,0.88,74.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4108,-,30.02,us,MHO,"M/I Homes, Inc. Common Stock",160.79,160.79,"M/I Homes, Inc. Common Stock",1,,,,,,,,11.44,,8.74,,0.0,1.29,41.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4109,-,27.12,us,MI,NFT Limited Class A Ordinary Share,10.26,10.26,NFT Limited Class A Ordinary Share,1,,,,,,,,-1.74,,,,0.0,0.02,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4110,-,30.02,us,MIAX,"Miami International Holdings, Inc. Common Stock",37.16,37.16,"Miami International Holdings, Inc. Common Stock",1,,,,,,,,29.00,,3.45,,0.0,3.31,35.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4111,-,30.02,us,MICC,The Magnum Ice Cream Company N.V. Ordinary Shares,17.41,17.41,The Magnum Ice Cream Company N.V. Ordinary Shares,1,,,,,,,,31.05,,3.22,,0.0,14.56,106.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4112,-,27.12,us,MINE,Mayfair Gold Corp. Common Shares,2.46,2.46,Mayfair Gold Corp. Common Shares,1,,,,,,,,-14.68,,,,0.0,4.96,1.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4113,-,30.02,us,MIR,"Mirion Technologies, Inc. Class A Common Stock",17.93,17.93,"Mirion Technologies, Inc. Class A Common Stock",1,,,,,,,,178.89,,0.56,,0.0,2.44,44.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4114,-,27.12,us,MITQ,"Moving iMage Technologies, Inc. Common Stock",0.58,0.58,"Moving iMage Technologies, Inc. Common Stock",1,,,,,,,,-36.72,,,,0.0,1.18,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4115,-,30.02,us,MKC,"McCormick & Company, Incorporated Common Stock",50.42,50.42,"McCormick & Company, Incorporated Common Stock",1,,,,,,,,8.41,,11.89,,0.0,1.94,135.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4116,-,30.02,us,MKL,Markel Group Inc. Common Stock,1953.01,1953.01,Markel Group Inc. Common Stock,1,,,,,,,,13.78,,7.26,,0.0,1.35,244.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4117,-,30.02,us,MLI,"Mueller Industries, Inc. Common Stock",122.93,122.93,"Mueller Industries, Inc. Common Stock",1,,,,,,,,32.10,,3.12,,0.0,8.15,135.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4118,-,30.02,us,MLM,"Martin Marietta Materials, Inc. Common Stock",576.70,576.70,"Martin Marietta Materials, Inc. Common Stock",1,,,,,,,,13.67,,7.32,,0.0,3.07,346.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4119,-,27.12,us,MLP,"Maui Land & Pineapple Company, Inc. Common Stock",17.78,17.78,"Maui Land & Pineapple Company, Inc. Common Stock",1,,,,,,,,-88.34,,,,0.0,11.02,3.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4120,-,30.02,us,MLR,"Miller Industries, Inc. Common Stock",51.15,51.15,"Miller Industries, Inc. Common Stock",1,,,,,,,,37.60,,2.66,,0.0,1.40,5.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4121,-,27.12,us,MLSS,"Milestone Scientific, Inc. Common Stock",0.32,0.32,"Milestone Scientific, Inc. Common Stock",1,,,,,,,,-6.22,,,,0.0,12.43,0.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4122,-,27.12,us,MMA,Mixed Martial Arts Group Limited Ordinary Shares,0.52,0.52,Mixed Martial Arts Group Limited Ordinary Shares,1,,,,,,,,-0.80,,,,0.0,6.28,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4123,-,27.12,us,MMI,"Marcus & Millichap, Inc. Common Stock",31.17,31.17,"Marcus & Millichap, Inc. Common Stock",1,,,,,,,,-2008.36,,,,0.0,2.07,11.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4124,-,30.02,us,MMM,3M Company Common Stock,161.91,161.91,3M Company Common Stock,1,,,,,,,,30.30,,3.30,,0.0,25.88,844.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4125,-,30.02,us,MMS,"Maximus, Inc. Common Stock",53.76,53.76,"Maximus, Inc. Common Stock",1,,,,,,,,7.57,,13.21,,0.0,1.66,28.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4126,-,30.02,us,MNSO,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",12.06,12.06,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",1,,,,,,,,12.70,,7.87,,0.0,2.36,37.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4127,-,30.02,us,MNTN,"MNTN, Inc. Class A Common Stock",9.20,9.20,"MNTN, Inc. Class A Common Stock",1,,,,,,,,29.01,,3.45,,0.0,2.13,6.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4128,-,30.02,us,MO,"Altria Group, Inc.",71.95,71.95,"Altria Group, Inc.",1,,,,,,,,14.92,,6.70,,0.0,-37.42,1201.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4129,-,30.02,us,MOD,Modine Manufacturing Company Common Stock,267.02,267.02,Modine Manufacturing Company Common Stock,1,,,,,,,,116.07,,0.86,,0.0,11.81,141.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4130,-,30.02,us,MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),1.67,1.67,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),1,,,,,,,,51.30,,1.95,,0.0,0.19,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4131,-,30.02,us,MOH,Molina Healthcare Inc Common Stock,228.70,228.70,Molina Healthcare Inc Common Stock,1,,,,,,,,63.38,,1.58,,0.0,2.92,119.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4132,-,30.02,us,MOS,Mosaic Company (The) Common Stock,21.19,21.19,Mosaic Company (The) Common Stock,1,,,,,,,,149.67,,0.67,,0.0,0.57,67.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4133,-,30.02,us,MOV,Movado Group Inc. Common Stock,39.31,39.31,Movado Group Inc. Common Stock,1,,,,,,,,27.25,,3.67,,0.0,1.73,8.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4134,-,27.12,us,MP,MP Materials Corp. Common Stock,56.01,56.01,MP Materials Corp. Common Stock,1,,,,,,,,-140.05,,,,0.0,4.19,99.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
