rank,status,basic_status,enhanced_status,final_action,code,name,stock_code,stock_name,price,premium_rt,double_low,rating,remaining_scale,remaining_years,change_pct,maturity_date,convert_price,convert_value,stock_price,pb,turnover,risk_reasons,enhanced_reasons,maturity_redeem_price,maturity_yield_est,call_gap_pct,put_gap_pct,down_revision_gap_pct,has_conditional_resale,source
1,剔除,剔除,增强排除,排除,118071,华峰转债,688200,华峰测控,100.0,-36.56,63.44,AA,7.49475,5.979,,2032-06-23 00:00:00,336.12,157.6372,529.85,26.37,749475000.0,未上市/待上市,未上市/待上市,110.0,1.67,-17.53,55.59,85.46,True,eastmoney_datacenter+quote_board
2,剔除,剔除,增强排除,排除,128119,龙大转债,002726,ST龙大,62.963,0.64,63.603,CCC,7.853840001270587,0.033,4.42,2026-07-13 00:00:00,1.95,62.5641,1.22,2.04,494501328.0,正股或转债含 ST/退/R 标记；评级低于AA-；剩余期限<0.5年；存在未来赎回/摘牌执行日,正股或转债含 ST/退/R 标记；评级低于AA-；剩余期限<0.5年；存在未来赎回/摘牌执行日,115.0,2504.45,108.2,-12.3,-26.4,True,eastmoney_datacenter+quote_board
3,剔除,剔除,增强排除,排除,118070,南芯转债,688484,南芯科技,100.0,-16.4,83.6,AA+,15.86881,5.966,,2032-06-18 00:00:00,43.84,119.6168,52.44,5.51,1586881000.0,未上市/待上市,未上市/待上市,108.0,1.34,8.68,41.48,40.73,True,eastmoney_datacenter+quote_board
4,剔除,剔除,增强排除,排除,118027,宏图转债,688066,*ST航图,93.294,-0.65,92.644,B-,9.817908000514503,2.412,3.15,2028-11-28 00:00:00,13.12,93.9024,12.32,-2.66,915951909.0,正股或转债含 ST/退/R 标记；评级低于AA-,正股或转债含 ST/退/R 标记；评级低于AA-,115.0,9.65,38.47,25.49,10.47,True,eastmoney_datacenter+quote_board
5,剔除,剔除,增强排除,排除,113706,金帝转债,603270,金帝股份,100.0,-7.21,92.79,AA,9.7,5.958,,2032-06-15 00:00:00,30.62,107.7727,33.0,3.18,970000000.0,未上市/待上市,未上市/待上市,115.0,2.52,20.64,35.06,26.79,True,eastmoney_datacenter+quote_board
6,剔除,剔除,增强排除,排除,127114,宜化转债,000422,湖北宜化,100.0,-6.45,93.55,AA+,33.0,5.988,,2032-06-26 00:00:00,14.08,106.8892,15.05,2.75,3300000000.0,未上市/待上市,未上市/待上市,110.0,1.67,21.59,34.49,25.75,True,eastmoney_datacenter+quote_board
7,剔除,剔除,增强排除,排除,110081,闻泰转债,600745,*ST闻泰,93.898,0.35,94.248,BBB+,80.59988400178918,1.073,1.51,2027-07-28 00:00:00,18.36,93.573,17.18,0.91,7568167908.0,正股或转债含 ST/退/R 标记；评级低于AA-,正股或转债含 ST/退/R 标记；评级低于AA-,108.0,14.0,38.94,25.2,10.09,True,eastmoney_datacenter+quote_board
8,剔除,剔除,增强排除,排除,113704,春风转债,603129,春风动力,100.0,-5.48,94.52,AA+,21.78763,5.944,,2032-06-10 00:00:00,241.7,105.7923,255.7,5.33,2178763000.0,未上市/待上市,未上市/待上市,108.0,1.35,22.88,33.83,24.46,True,eastmoney_datacenter+quote_board
9,剔除,剔除,增强排除,排除,110092,三房转债,600370,*ST三房,68.713,27.31,96.023,A-,21.18546199409137,2.519,-3.23,2029-01-06 00:00:00,3.02,53.9735,1.63,1.33,1455716650.0,正股或转债含 ST/退/R 标记；评级低于AA-,正股或转债含 ST/退/R 标记；评级低于AA-,110.0,23.85,141.1,-29.45,-36.5,True,eastmoney_datacenter+quote_board
10,剔除,剔除,增强排除,排除,404005,普利退债,400266,R普利1,100.0,0.0,100.0,,8.5,0.611,,2027-02-09 00:00:00,3.0,,,,,不在实时转债行情板块/可能未正常交易；未上市/待上市；正股或转债含 ST/退/R 标记；评级低于AA-,不在实时转债行情板块/可能未正常交易；未上市/待上市；正股或转债含 ST/退/R 标记；评级低于AA-,118.0,29.46,,,,True,eastmoney_datacenter+quote_board
11,剔除,剔除,增强排除,排除,123061,航新转债,300424,航新科技,106.588,-0.34,106.248,BBB,1.128030003377491,0.019,-0.08,2026-07-08 00:00:00,14.82,106.9501,15.85,5.12,120234462.0,评级低于AA-；剩余规模<2亿；剩余期限<0.5年；存在未来赎回/摘牌执行日,评级低于AA-；剩余规模<2亿；剩余期限<0.5年；存在未来赎回/摘牌执行日,118.0,563.51,21.58,34.57,25.82,True,eastmoney_datacenter+quote_board
12,剔除,剔除,增强排除,排除,113707,科博转债,603786,科博达,100.0,6.32,106.32,AA+,14.9074,6.007,,2032-07-03 00:00:00,45.56,94.0518,42.85,3.14,,未上市/待上市,未上市/待上市,108.0,1.33,38.23,25.58,10.65,True,eastmoney_datacenter+quote_board
13,剔除,剔除,增强排除,排除,110101,宝钛转债,600456,宝钛股份,100.0,11.44,111.44,AAA,35.0,5.982,,2032-06-24 00:00:00,30.98,89.7353,27.8,1.87,3500000000.0,未上市/待上市,未上市/待上市,106.0,1.0,44.86,21.98,5.57,True,eastmoney_datacenter+quote_board
14,剔除,剔除,增强排除,排除,111025,圣泉转债,605589,圣泉集团,100.0,12.86,112.86,AA+,25.0,5.985,,2032-06-25 00:00:00,70.8,88.6017,62.73,5.12,2500000000.0,未上市/待上市,未上市/待上市,108.0,1.34,46.72,20.99,4.24,True,eastmoney_datacenter+quote_board
15,剔除,剔除,增强排除,排除,113575,东时转债,603377,ST东时,81.438,33.81,115.248,C,4.28,-0.227,,2026-04-09 00:00:00,4.42,60.8597,2.69,61.49,,不在实时转债行情板块/可能未正常交易；正股或转债含 ST/退/R 标记；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；正股或转债含 ST/退/R 标记；评级低于AA-；剩余期限<0.5年,108.0,,113.75,-14.87,-28.4,True,eastmoney_datacenter+quote_board
16,剔除,剔除,增强排除,排除,123273,三江转债,301059,金三江,100.0,15.63,115.63,A+,2.9,5.963,,2032-06-17 00:00:00,14.43,86.4865,12.48,4.74,290000000.0,未上市/待上市；评级低于AA-,未上市/待上市；评级低于AA-,114.0,2.35,50.32,19.07,1.75,True,eastmoney_datacenter+quote_board
17,剔除,剔除,增强排除,排除,127041,弘亚转债,002833,弘亚数控,116.72,0.59,117.31,AA-,5.290866997943797,0.03,-1.16,2026-07-12 00:00:00,16.4,116.0366,19.03,2.64,617549996.0,剩余期限<0.5年；存在未来赎回/摘牌执行日,剩余期限<0.5年；存在未来赎回/摘牌执行日,115.0,-49.12,12.03,39.67,36.51,True,eastmoney_datacenter+quote_board
18,剔除,剔除,增强排除,排除,118072,鼎通转债,688668,鼎通科技,100.0,18.21,118.21,A+,9.3,5.982,,2032-06-24 00:00:00,423.54,84.5918,358.28,24.93,930000000.0,未上市/待上市；评级低于AA-,未上市/待上市；评级低于AA-,113.0,2.17,53.68,17.25,-0.48,True,eastmoney_datacenter+quote_board
19,剔除,剔除,增强排除,排除,113705,豪26转债,603809,豪能股份,100.0,20.13,120.13,AA-,18.0,5.958,,2032-06-15 00:00:00,10.74,83.2402,8.94,2.26,1800000000.0,未上市/待上市,未上市/待上市,110.0,1.68,56.15,27.96,-2.07,True,eastmoney_datacenter+quote_board
20,基础候选,基础候选,增强观察,观察,113042,上银转债,601229,上海银行,115.762,10.47,126.232,AAA,199.77491399595723,0.569,0.21,2027-01-25 00:00:00,8.35,104.7904,8.75,0.5,23126343594.0,,到期收益估算-5.71%/年，为负；剩余期限0.57年且价格高于到期赎回价112.00；无普通有条件回售条款，不能按回售保护估值,112.0,-5.71,24.11,,23.28,False,eastmoney_datacenter+quote_board
21,剔除,剔除,增强排除,排除,113644,艾迪转债,603638,艾迪精密,126.53,-0.21,126.32,AA-,1.7390730024500116,0.022,0.31,2026-07-09 00:00:00,18.55,126.7925,23.52,4.65,220044907.0,剩余规模<2亿；剩余期限<0.5年；存在未来赎回/摘牌执行日,剩余规模<2亿；剩余期限<0.5年；存在未来赎回/摘牌执行日,115.0,-414.2,2.55,44.77,49.17,True,eastmoney_datacenter+quote_board
22,剔除,剔除,增强排除,排除,123274,维科转债,301499,维科精密,100.0,28.22,128.22,A+,6.3,5.988,,2032-06-26 00:00:00,35.62,77.9899,27.78,2.96,630000000.0,未上市/待上市；评级低于AA-,未上市/待上市；评级低于AA-,113.0,2.17,66.7,10.26,-8.25,True,eastmoney_datacenter+quote_board
23,剔除,剔除,增强排除,排除,118069,爱科转债,688092,爱科科技,100.0,30.51,130.51,AA-,2.66954,5.947,,2032-06-11 00:00:00,28.53,76.6211,21.86,2.77,266954000.0,未上市/待上市,未上市/待上市,113.0,2.19,69.67,8.65,-9.86,True,eastmoney_datacenter+quote_board
24,剔除,剔除,增强排除,排除,113703,翔26转债,603112,华翔股份,100.0,31.38,131.38,AA-,13.0102,5.938,,2032-06-08 00:00:00,21.94,76.1167,16.7,2.04,1301020000.0,未上市/待上市,未上市/待上市,112.0,2.02,70.78,8.02,-10.45,True,eastmoney_datacenter+quote_board
25,剔除,剔除,增强排除,排除,128128,齐翔转2,002408,齐翔腾达,110.901,21.54,132.441,AA,6.792088998295777,0.137,0.76,2026-08-20 00:00:00,5.37,91.2477,4.9,1.27,753249462.0,剩余期限<0.5年,剩余期限<0.5年,110.0,-5.93,42.45,23.27,7.35,True,eastmoney_datacenter+quote_board
26,剔除,剔除,增强排除,排除,127061,美锦转债,000723,美锦能源,92.23,40.62,132.85,A,27.889756001301095,1.804,0.48,2028-04-20 00:00:00,5.26,65.5894,3.45,1.23,2572272196.0,评级低于AA-,评级低于AA-,118.0,15.49,98.26,-6.67,-22.84,True,eastmoney_datacenter+quote_board
27,观察,观察,增强观察,观察,113681,镇洋转债,603213,镇洋发展,131.249,2.07,133.319,AA-,5.476799000373336,3.496,0.28,2029-12-29 00:00:00,10.95,128.5845,14.08,3.38,718824392.0,价格>130,价格>130,115.0,-3.54,1.14,45.53,51.28,True,eastmoney_datacenter+quote_board
28,剔除,剔除,增强排除,排除,113605,大参转债,603233,大参林,114.493,19.53,134.023,AA,14.045229996593678,0.309,1.98,2026-10-22 00:00:00,16.86,95.7888,16.15,2.58,1608080518.0,剩余期限<0.5年,剩余期限<0.5年,110.0,-12.7,35.73,26.93,12.69,True,eastmoney_datacenter+quote_board
29,剔除,剔除,增强排除,排除,128127,文科转债,002775,文科股份,112.968,24.39,137.358,BBB+,7.68139699737979,0.137,2.24,2026-08-20 00:00:00,3.92,90.8163,3.56,-159.4,867752056.0,评级低于AA-；剩余期限<0.5年,评级低于AA-；剩余期限<0.5年,115.0,13.13,43.26,23.03,6.84,True,eastmoney_datacenter+quote_board
30,观察,观察,增强观察,观察,113632,鹤21转债,603733,仙鹤股份,142.866,-4.64,138.226,AA,16.984476999426036,1.38,4.27,2027-11-17 00:00:00,18.99,149.8157,28.45,2.4,2426504291.0,价格>130,价格>130,112.0,-15.66,-13.22,53.29,76.25,True,eastmoney_datacenter+quote_board
31,剔除,剔除,增强排除,排除,110075,南航转债,600029,南方航空,110.662,27.62,138.282,AAA,58.95927000234949,0.29,0.89,2026-10-15 00:00:00,6.17,86.7099,5.35,2.62,6524550737.0,剩余期限<0.5年,剩余期限<0.5年,106.5,-12.97,49.91,19.25,2.01,True,eastmoney_datacenter+quote_board
32,剔除,剔除,增强排除,排除,113624,正川转债,603976,正川股份,139.02,-0.22,138.8,A+,3.8374119982736294,0.824,-4.04,2027-04-28 00:00:00,19.78,139.3327,27.56,3.58,533477016.0,评级低于AA-,评级低于AA-,115.0,-20.97,-6.71,49.75,63.92,True,eastmoney_datacenter+quote_board
33,剔除,剔除,增强排除,排除,128134,鸿路转债,002541,鸿路钢构,119.8,21.16,140.96,AA,15.725537996661103,0.274,0.91,2026-10-09 00:00:00,17.77,98.8745,17.57,1.23,1883919452.0,剩余期限<0.5年,剩余期限<0.5年,110.0,-29.86,31.47,29.2,16.32,True,eastmoney_datacenter+quote_board
34,剔除,剔除,增强排除,排除,110076,华海转债,600521,华海药业,114.319,27.19,141.509,AA,18.423809996588496,0.339,0.59,2026-11-02 00:00:00,16.5,89.8788,14.83,2.35,2106191535.0,剩余期限<0.5年,剩余期限<0.5年,110.0,-11.14,44.64,22.12,5.74,True,eastmoney_datacenter+quote_board
35,基础候选,基础候选,增强观察,观察,113056,重银转债,601963,重庆银行,124.541,17.03,141.571,AAA,115.62829000088325,1.728,-0.02,2028-03-23 00:00:00,9.5,106.4211,10.11,0.64,14400462865.0,,到期收益估算-6.76%/年，为负；无普通有条件回售条款，不能按回售保护估值,110.0,-6.76,22.16,,25.2,False,eastmoney_datacenter+quote_board
36,基础候选,基础候选,增强观察,观察,113062,常银转债,601128,常熟银行,127.575,14.69,142.265,AAA,59.994260003919266,2.209,0.61,2028-09-15 00:00:00,5.25,111.2381,5.84,0.67,7653767720.0,,到期收益估算-7.30%/年，为负；无普通有条件回售条款，不能按回售保护估值；价格127.58偏高，债底保护变弱,107.0,-7.3,16.95,,30.87,False,eastmoney_datacenter+quote_board
37,剔除,剔除,增强排除,排除,123188,水羊转债,300740,水羊股份,140.1,2.21,142.31,A+,6.388533997144897,2.76,0.51,2029-04-04 00:00:00,13.54,137.0753,18.56,3.34,895033613.0,评级低于AA-,评级低于AA-,115.0,-6.49,-5.17,48.92,61.27,True,eastmoney_datacenter+quote_board
38,剔除,剔除,增强排除,排除,128121,宏川转债,002930,宏川智慧,107.95,34.94,142.89,AA-,6.464647003242241,0.044,0.08,2026-07-17 00:00:00,12.65,80.0,10.12,2.36,697858644.0,剩余期限<0.5年；存在未来赎回/摘牌执行日,剩余期限<0.5年；存在未来赎回/摘牌执行日,108.0,1.05,62.55,12.45,-5.88,True,eastmoney_datacenter+quote_board
39,观察,观察,增强观察,观察,113658,密卫转债,603713,密尔克卫,142.736,1.9,144.636,AA-,8.718430998486717,1.21,1.42,2027-09-16 00:00:00,54.72,140.0768,76.65,2.55,1244433967.0,价格>130,价格>130,112.0,-17.8,-7.19,50.03,64.8,True,eastmoney_datacenter+quote_board
40,基础候选,基础候选,增强观察,观察,127030,盛虹转债,000301,东方盛虹,117.2,28.8,146.0,AA+,49.97430900170649,0.723,1.49,2027-03-22 00:00:00,13.21,90.9917,12.02,2.29,5856989015.0,,到期收益估算-10.86%/年，临近到期价格拖累明显；剩余期限0.72年且价格高于到期赎回价108.00；溢价率28.80%偏高，正股跟涨弹性不足,108.0,-10.86,42.85,23.04,7.05,True,eastmoney_datacenter+quote_board
41,基础候选,基础候选,增强观察,观察,127040,国泰转债,002091,江苏国泰,122.342,24.2,146.542,AA+,39.86259900116068,1.016,0.11,2027-07-07 00:00:00,7.35,98.5034,7.24,0.76,4876870087.0,,到期收益估算-11.54%/年，临近到期价格拖累明显,108.0,-11.54,32.04,28.87,15.89,True,eastmoney_datacenter+quote_board
42,剔除,剔除,增强排除,排除,123059,银信转债,300231,银信科技,117.925,30.38,148.305,AA-,1.5668879966080138,0.038,0.01,2026-07-15 00:00:00,9.0,90.4444,8.14,2.29,184775267.0,剩余规模<2亿；剩余期限<0.5年；存在未来赎回/摘牌执行日,剩余规模<2亿；剩余期限<0.5年；存在未来赎回/摘牌执行日,118.0,1.67,43.73,22.6,6.41,True,eastmoney_datacenter+quote_board
43,基础候选,基础候选,增强观察,观察,113058,友发转债,601686,友发集团,129.898,18.52,148.418,AA,18.638369997998428,1.747,1.69,2028-03-30 00:00:00,4.48,109.5982,4.91,1.08,2421086986.0,,到期收益估算-7.89%/年，为负；价格129.90偏高，债底保护变弱,112.0,-7.89,18.53,36.05,28.94,True,eastmoney_datacenter+quote_board
44,剔除,剔除,增强排除,排除,123064,万孚转债,300482,万孚生物,112.325,36.6,148.925,AA,5.976020004451368,0.17,0.35,2026-09-01 00:00:00,20.88,82.2318,17.17,1.51,671256447.0,剩余期限<0.5年,剩余期限<0.5年,110.0,-12.18,58.07,14.85,-3.26,True,eastmoney_datacenter+quote_board
45,剔除,剔除,增强排除,排除,113597,佳力转债,603912,佳力图,118.089,31.24,149.329,AA-,2.9685710015327422,0.079,-0.05,2026-07-30 00:00:00,8.68,89.977,7.81,2.46,350555581.0,剩余期限<0.5年；存在未来赎回/摘牌执行日,剩余期限<0.5年；存在未来赎回/摘牌执行日,118.0,-0.95,44.43,22.15,5.86,True,eastmoney_datacenter+quote_board
46,观察,观察,增强观察,观察,127089,晶澳转债,002459,晶澳科技,124.0,26.56,150.56,AA+,89.587984,3.047,1.63,2029-07-18 00:00:00,8.9,97.9775,8.72,1.39,11108910016.0,双低值>150,双低值>150,108.0,-4.23,32.68,28.56,15.27,True,eastmoney_datacenter+quote_board
47,剔除,剔除,增强排除,排除,113043,财通转债,601108,财通证券,133.913,16.76,150.673,AAA,37.993649996639604,0.444,2.86,2026-12-10 00:00:00,8.03,114.6949,9.21,1.13,5087843652.0,剩余期限<0.5年,剩余期限<0.5年,106.0,-46.95,13.36,,34.94,False,eastmoney_datacenter+quote_board
48,剔除,剔除,增强排除,排除,123076,强力转债,300429,强力新材,146.495,4.99,151.485,AA-,3.566072002457422,0.386,-1.21,2026-11-19 00:00:00,12.7,139.5276,17.72,5.13,522411718.0,剩余期限<0.5年,剩余期限<0.5年,113.0,-59.23,-6.83,49.83,64.15,True,eastmoney_datacenter+quote_board
49,观察,观察,增强观察,观察,123216,科顺转债,300737,科顺股份,129.3,22.62,151.92,AA-,21.959380997679812,3.094,1.32,2029-08-04 00:00:00,6.61,105.4463,6.97,1.96,2839347963.0,双低值>150,双低值>150,115.0,-3.57,23.24,33.57,24.05,True,eastmoney_datacenter+quote_board
50,剔除,剔除,增强排除,排除,118025,奕瑞转债,688301,奕瑞科技,152.126,0.05,152.176,AA,1.0874020022875774,0.014,0.0,2026-07-06 00:00:00,81.43,152.057,123.82,5.0,165422117.0,剩余规模<2亿；剩余期限<0.5年；存在未来赎回/摘牌执行日,剩余规模<2亿；剩余期限<0.5年；存在未来赎回/摘牌执行日,110.0,-1977.97,-14.5,53.97,78.89,True,eastmoney_datacenter+quote_board
51,剔除,剔除,增强排除,排除,123142,申昊转债,300853,申昊科技,126.701,25.95,152.651,BBB+,5.493646001215461,1.714,4.58,2028-03-18 00:00:00,33.71,100.5933,33.91,9.72,696050442.0,评级低于AA-,评级低于AA-,110.0,-7.69,29.22,30.4,18.35,True,eastmoney_datacenter+quote_board
52,剔除,剔除,增强排除,排除,127027,能化转债,000552,甘肃能化,112.126,41.0,153.126,AAA,19.46350400442359,0.444,0.7,2026-12-10 00:00:00,2.93,79.5222,2.33,0.76,2182364850.0,剩余期限<0.5年,剩余期限<0.5年,110.0,-4.27,63.52,12.02,-6.44,True,eastmoney_datacenter+quote_board
53,剔除,剔除,增强排除,排除,113610,灵康转债,603669,灵康药业,119.655,33.87,153.525,A-,2.529619999164264,0.419,-0.37,2026-12-01 00:00:00,6.5,89.3846,5.81,7.35,302681681.0,评级低于AA-；剩余期限<0.5年,评级低于AA-；剩余期限<0.5年,,-39.2,45.44,21.69,5.16,True,eastmoney_datacenter+quote_board
54,观察,观察,增强观察,观察,123107,温氏转债,300498,温氏股份,113.95,39.64,153.59,AAA,77.06345000438789,0.742,2.64,2027-03-29 00:00:00,16.09,81.6035,13.13,2.28,8781380128.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,108.0,-7.04,59.33,14.24,-4.0,True,eastmoney_datacenter+quote_board
55,观察,观察,增强观察,观察,113631,皖天转债,603689,皖天然气,132.153,21.51,153.663,AA+,5.95766000015134,1.355,0.6,2027-11-08 00:00:00,6.51,108.7558,7.08,1.03,787322642.0,价格>130；双低值>150,价格>130；双低值>150,110.0,-12.37,19.49,35.59,27.95,True,eastmoney_datacenter+quote_board
56,观察,观察,增强观察,观察,113052,兴业转债,601166,兴业银行,115.227,38.89,154.117,AAA,413.5191199979171,1.489,0.12,2027-12-27 00:00:00,20.13,82.9608,16.7,0.43,47648567640.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,109.0,-3.63,56.71,,-2.4,False,eastmoney_datacenter+quote_board
57,观察,观察,增强观察,观察,127034,绿茵转债,002887,绿茵生态,122.333,32.24,154.573,AA-,4.278889996975469,0.83,0.02,2027-04-30 00:00:00,11.21,92.5067,10.37,1.39,523449450.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,113.0,-9.19,40.5,24.3,8.83,True,eastmoney_datacenter+quote_board
58,观察,观察,增强观察,观察,113051,节能转债,601016,节能风电,137.998,17.23,155.228,AAA,26.51946999956521,0.972,1.61,2027-06-21 00:00:00,3.33,117.7177,3.92,1.44,3659633821.0,价格>130；双低值>150,价格>130；双低值>150,110.0,-20.87,10.46,40.56,38.49,True,eastmoney_datacenter+quote_board
59,观察,观察,增强观察,观察,113048,晶科转债,601778,晶科科技,125.407,30.36,155.767,AA,15.453100999146779,0.81,-0.8,2027-04-23 00:00:00,4.47,96.1969,4.3,0.98,1937927037.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,112.0,-13.2,35.12,27.21,13.17,True,eastmoney_datacenter+quote_board
60,剔除,剔除,增强排除,排除,128136,立讯转债,002475,立讯精密,138.735,17.23,155.965,AA+,29.8485799978376,0.342,-1.61,2026-11-03 00:00:00,55.97,118.3491,66.24,5.49,4141042746.0,剩余期限<0.5年,剩余期限<0.5年,108.0,-64.78,9.84,40.85,39.23,True,eastmoney_datacenter+quote_board
61,剔除,剔除,增强排除,排除,110073,国投转债,600061,国投资本,106.85,49.17,156.02,AAA,79.99026,0.063,0.02,2026-07-24 00:00:00,9.27,71.6289,6.64,0.79,8546959281.0,剩余期限<0.5年；存在未来赎回/摘牌执行日,剩余期限<0.5年；存在未来赎回/摘牌执行日,107.0,2.23,81.48,,-15.73,False,eastmoney_datacenter+quote_board
62,观察,观察,增强观察,观察,127110,广核转债,003816,中国广核,132.09,24.94,157.03,AAA,48.99284899689606,5.021,0.3,2031-07-09 00:00:00,3.67,105.7221,3.88,1.56,6471465424.0,价格>130；双低值>150,价格>130；双低值>150,106.0,-3.93,22.94,33.76,24.38,True,eastmoney_datacenter+quote_board
63,观察,观察,增强观察,观察,118031,天23转债,688599,天合光能,123.081,34.33,157.411,AA,58.51146999943127,2.623,1.44,2029-02-13 00:00:00,16.0,91.625,14.66,1.68,7201650239.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,115.0,-2.5,41.88,23.6,7.79,True,eastmoney_datacenter+quote_board
64,观察,观察,增强观察,观察,123183,海顺转债,300501,海顺新材,135.209,23.33,158.539,AA-,6.328781996760571,2.727,-0.58,2029-03-23 00:00:00,11.63,109.6303,12.75,2.77,855708285.0,价格>130；双低值>150,价格>130；双低值>150,115.0,-5.48,18.59,36.16,28.98,True,eastmoney_datacenter+quote_board
65,观察,观察,增强观察,观察,113046,金田转债,601609,金田股份,135.875,22.84,158.715,AA+,14.99196,0.723,1.87,2027-03-22 00:00:00,10.18,110.609,11.26,1.97,2037032565.0,价格>130；双低值>150,价格>130；双低值>150,110.0,-26.34,17.5,36.68,30.13,True,eastmoney_datacenter+quote_board
66,剔除,剔除,增强排除,排除,118040,宏微转债,688711,宏微科技,157.433,2.1,159.533,A,4.287450000952786,3.066,-4.65,2029-07-25 00:00:00,28.51,154.1915,43.96,8.9,674986116.0,评级低于AA-,评级低于AA-,115.0,-8.79,-15.7,54.6,81.4,True,eastmoney_datacenter+quote_board
67,剔除,剔除,增强排除,排除,128142,新乳转债,002946,新乳业,115.695,44.1,159.795,AA,7.177789999567829,0.465,2.25,2026-12-18 00:00:00,17.5,80.2857,14.05,3.16,830434414.0,剩余期限<0.5年,剩余期限<0.5年,110.0,-10.59,61.92,12.81,-5.55,True,eastmoney_datacenter+quote_board
68,剔除,剔除,增强排除,排除,123171,共同转债,300966,共同药业,133.033,27.44,160.473,A-,3.7988780001954408,2.412,0.55,2028-11-28 00:00:00,27.12,104.3879,28.31,4.45,505376137.0,评级低于AA-,评级低于AA-,115.0,-5.62,24.55,32.96,22.81,True,eastmoney_datacenter+quote_board
69,观察,观察,增强观察,观察,127067,恒逸转2,000703,恒逸石化,153.132,7.95,161.082,AA+,29.94433800250764,2.056,5.93,2028-07-21 00:00:00,10.32,141.8605,14.64,2.13,4585436367.0,价格>130；双低值>150,价格>130；双低值>150,109.0,-14.02,-8.33,50.68,66.89,True,eastmoney_datacenter+quote_board
70,观察,观察,增强观察,观察,110084,贵燃转债,600903,贵州燃气,128.681,32.41,161.091,AA,8.157296998002813,1.489,1.08,2027-12-27 00:00:00,7.1,97.1831,6.9,2.56,1049689135.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-9.75,33.77,27.97,14.33,True,eastmoney_datacenter+quote_board
71,观察,观察,增强观察,观察,113661,福22转债,603806,福斯特,138.952,23.39,162.342,AA,30.297420001151476,2.396,-0.67,2028-11-22 00:00:00,14.59,112.6114,16.43,2.71,4209887104.0,价格>130；双低值>150,价格>130；双低值>150,110.0,-8.7,15.46,37.86,32.48,True,eastmoney_datacenter+quote_board
72,观察,观察,增强观察,观察,123149,通裕转债,300185,通裕重工,134.769,28.15,162.919,AA,11.06888099637157,1.971,1.48,2028-06-20 00:00:00,2.71,105.1661,2.85,1.63,1491742023.0,价格>130；双低值>150,价格>130；双低值>150,112.0,-8.57,23.51,33.33,23.72,True,eastmoney_datacenter+quote_board
73,剔除,剔除,增强排除,排除,128129,青农转债,002958,青农商行,107.685,55.5,163.185,AAA,49.996569002182284,0.151,0.0,2026-08-25 00:00:00,4.0,69.25,2.77,0.41,5383880533.0,剩余期限<0.5年,剩余期限<0.5年,108.0,1.94,87.73,,-18.53,False,eastmoney_datacenter+quote_board
74,观察,观察,增强观察,观察,110098,南药转债,600713,南京医药,133.631,30.47,164.101,AA+,10.813519999102004,4.485,1.11,2030-12-25 00:00:00,4.95,102.4242,5.07,0.93,1445021491.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,108.0,-4.28,27.02,31.56,20.5,True,eastmoney_datacenter+quote_board
75,观察,观察,增强观察,观察,110095,双良转债,600481,双良节能,119.925,44.75,164.675,AA-,14.00632,3.105,1.2,2029-08-08 00:00:00,6.18,82.8479,5.12,2.43,1679707926.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-2.67,56.84,15.43,-2.53,True,eastmoney_datacenter+quote_board
76,观察,观察,增强观察,观察,127103,东南转债,002135,东南网架,145.219,20.44,165.659,AA,19.99872000220357,3.51,0.8,2030-01-03 00:00:00,5.59,120.5725,6.74,1.21,2904194120.0,价格>130；双低值>150,价格>130；双低值>150,108.0,-7.3,7.86,41.99,41.85,True,eastmoney_datacenter+quote_board
77,剔除,剔除,增强排除,排除,123088,威唐转债,300707,威唐工业,115.871,50.26,166.131,A+,3.0042750040993864,0.457,0.12,2026-12-15 00:00:00,14.9,77.1141,11.49,1.83,348108349.0,评级低于AA-；剩余期限<0.5年,评级低于AA-；剩余期限<0.5年,115.0,-1.64,68.58,9.23,-9.28,True,eastmoney_datacenter+quote_board
78,观察,观察,增强观察,观察,127084,柳工转2,000528,柳工,139.97,26.55,166.52,AAA,24.809441001643208,2.738,1.79,2029-03-27 00:00:00,6.98,110.6017,7.72,0.86,3472577457.0,价格>130；双低值>150,价格>130；双低值>150,112.0,-7.3,17.49,36.66,30.12,True,eastmoney_datacenter+quote_board
79,观察,观察,增强观察,观察,127045,牧原转债,002714,牧原股份,122.757,43.8,166.557,AAA,95.42950400384498,1.125,4.6,2027-08-16 00:00:00,43.32,85.3647,36.98,2.55,11714639623.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,107.0,-11.41,52.3,18.01,0.43,True,eastmoney_datacenter+quote_board
