rank,status,basic_status,enhanced_status,final_action,code,name,stock_code,stock_name,price,premium_rt,double_low,rating,remaining_scale,remaining_years,change_pct,maturity_date,convert_price,convert_value,stock_price,pb,turnover,risk_reasons,enhanced_reasons,maturity_redeem_price,maturity_yield_est,call_gap_pct,put_gap_pct,down_revision_gap_pct,has_conditional_resale,source
927,剔除,剔除,增强排除,排除,128036,金农转债,002548,金新农,,,,A-,6.5,-2.311,,2024-03-09 00:00:00,,,4.06,3.21,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,106.0,,,,,True,eastmoney_datacenter+quote_board
928,剔除,剔除,增强排除,排除,128037,岩土转债,002542,*ST中岩,,,,AA,6.0366,-2.294,,2024-03-15 00:00:00,,,1.19,-13.29,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；正股或转债含 ST/退/R 标记；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；正股或转债含 ST/退/R 标记；剩余期限<0.5年,108.0,,,,,True,eastmoney_datacenter+quote_board
929,剔除,剔除,增强排除,排除,128038,利欧转债,002131,利欧股份,,,,AA,21.975475,-6.251,,2020-03-31 00:00:00,,,4.76,2.54,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,,,,,,True,eastmoney_datacenter+quote_board
930,剔除,剔除,增强排除,排除,128039,三力转债,002224,三力士,,,,A+,6.2,-2.062,,2024-06-08 00:00:00,,,3.34,0.94,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,,,,,,True,eastmoney_datacenter+quote_board
931,剔除,剔除,增强排除,排除,128040,华通转债,002758,浙农股份,,,,AA,2.24,-3.335,,2023-03-01 00:00:00,,,7.99,0.8,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,,,,,,True,eastmoney_datacenter+quote_board
932,剔除,剔除,增强排除,排除,128041,盛路转债,002446,盛路通信,,,,A+,10.0,-1.955,,2024-07-17 00:00:00,,,11.18,4.02,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,,,,,,True,eastmoney_datacenter+quote_board
933,剔除,剔除,增强排除,排除,128042,凯中转债,002823,凯中精密,,,,AA-,4.16,-1.919,,2024-07-30 00:00:00,,,14.5,2.35,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,112.0,,,,,True,eastmoney_datacenter+quote_board
934,剔除,剔除,增强排除,排除,128043,东音转债,002793,罗欣药业,,,,AA,2.8132,-5.656,,2020-11-03 00:00:00,,,4.14,4.09,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
935,剔除,剔除,增强排除,排除,128044,岭南转债,002717,*ST岭南,,-1.07,,C,6.6,-1.878,,2024-08-14 00:00:00,1.4,72.1429,1.01,-1.24,,不在实时转债行情板块/可能未正常交易；无有效现价；正股或转债含 ST/退/R 标记；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；正股或转债含 ST/退/R 标记；评级低于AA-；剩余期限<0.5年,,,80.2,2.97,-15.13,True,eastmoney_datacenter+quote_board
936,剔除,剔除,增强排除,排除,128045,机电转债,002013,中航机电,,,,AAA,21.0,-5.802,,2020-09-11 00:00:00,,,,,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,105.0,,,,,True,eastmoney_datacenter+quote_board
937,剔除,剔除,增强排除,排除,128046,利尔转债,002258,利尔化学,,,,AA,8.52,-3.655,,2022-11-04 00:00:00,,,12.57,1.28,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,108.0,,,,,True,eastmoney_datacenter+quote_board
938,剔除,剔除,增强排除,排除,128047,光电转债,002179,中航光电,,,,AA+,13.0,-6.669,,2019-10-30 00:00:00,,,44.6,3.98,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,105.0,,,,,True,eastmoney_datacenter+quote_board
939,剔除,剔除,增强排除,排除,128048,张行转债,002839,张家港行,,,,AA+,25.0,-1.632,,2024-11-12 00:00:00,,,3.95,0.51,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,109.0,,,,,False,eastmoney_datacenter+quote_board
940,剔除,剔除,增强排除,排除,128049,华源转债,002787,华源控股,,,,AA-,4.0,-1.591,,2024-11-27 00:00:00,,,33.8,6.08,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
941,剔除,剔除,增强排除,排除,128050,钧达转债,002865,钧达股份,,,,AA-,3.2,-4.422,,2022-01-28 00:00:00,,,60.22,4.65,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,118.0,,,,,True,eastmoney_datacenter+quote_board
942,剔除,剔除,增强排除,排除,128051,光华转债,002741,光华科技,,,,AA-,2.493,-4.81,,2021-09-08 00:00:00,,,35.59,8.55,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
943,剔除,剔除,增强排除,排除,128052,凯龙转债,002783,凯龙股份,,,,AA,3.288548,-5.27,,2021-03-24 00:00:00,,,7.43,1.42,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,,,,,,True,eastmoney_datacenter+quote_board
944,剔除,剔除,增强排除,排除,128053,尚荣转债,002551,尚荣医疗,,,,AA,7.5,-1.374,,2025-02-14 00:00:00,,,2.79,0.95,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
945,剔除,剔除,增强排除,排除,128054,中宠转债,002891,中宠股份,,,,A+,1.9424,-5.96,,2020-07-15 00:00:00,,,27.3,2.57,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余规模<2亿；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余规模<2亿；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
946,剔除,剔除,增强排除,排除,128055,长青转2,002391,长青股份,,,,AA,9.138,-6.204,,2020-04-17 00:00:00,,,5.06,0.79,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
947,剔除,剔除,增强排除,排除,128056,今飞转债,002863,今飞凯达,,,,A+,3.68,-1.336,,2025-02-28 00:00:00,,,4.35,0.93,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,115.0,,,,,True,eastmoney_datacenter+quote_board
948,剔除,剔除,增强排除,排除,128057,博彦转债,002649,博彦科技,,,,AA-,5.758152,-4.583,,2021-11-30 00:00:00,,,8.31,1.19,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,,,,,,True,eastmoney_datacenter+quote_board
949,剔除,剔除,增强排除,排除,128058,拓邦转债,002139,拓邦股份,,,,AA,5.73,-5.593,,2020-11-26 00:00:00,,,9.68,1.75,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,116.0,,,,,True,eastmoney_datacenter+quote_board
950,剔除,剔除,增强排除,排除,128059,视源转债,002841,视源股份,,,,AA,9.418304,-5.832,,2020-08-31 00:00:00,,,36.35,1.93,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,109.0,,,,,True,eastmoney_datacenter+quote_board
951,剔除,剔除,增强排除,排除,128060,中装转债,002822,ST中装,,,,AA,5.25,-6.281,,2020-03-20 00:00:00,,,3.36,6.06,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；正股或转债含 ST/退/R 标记；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；正股或转债含 ST/退/R 标记；剩余期限<0.5年,,,,,,True,eastmoney_datacenter+quote_board
952,剔除,剔除,增强排除,排除,128061,启明转债,002439,启明星辰,,,,AA,10.45,-6.286,,2020-03-18 00:00:00,,,13.11,1.46,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,113.0,,,,,True,eastmoney_datacenter+quote_board
953,剔除,剔除,增强排除,排除,128062,亚药转债,002370,亚太药业,,,,CCC,9.65,-1.246,,2025-04-02 00:00:00,,,5.79,3.86,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,115.0,,,,,True,eastmoney_datacenter+quote_board
954,剔除,剔除,增强排除,排除,128063,未来转债,002631,德尔未来,,,,AA-,6.3,-1.511,,2024-12-26 00:00:00,,,11.48,4.52,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,120.0,,,,,True,eastmoney_datacenter+quote_board
955,剔除,剔除,增强排除,排除,128064,司尔转债,002538,ST司特,,,,AA,8.0,-4.849,,2021-08-25 00:00:00,,,6.11,1.0,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；正股或转债含 ST/退/R 标记；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；正股或转债含 ST/退/R 标记；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
956,剔除,剔除,增强排除,排除,128065,雅化转债,002497,雅化集团,,,,AA,8.0,-5.331,,2021-03-02 00:00:00,,,21.0,2.21,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,,,,,,True,eastmoney_datacenter+quote_board
957,剔除,剔除,增强排除,排除,128066,亚泰转债,002811,郑中设计,,,,AA-,4.8,-1.205,,2025-04-17 00:00:00,,,11.5,2.49,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,112.0,,,,,True,eastmoney_datacenter+quote_board
958,剔除,剔除,增强排除,排除,128067,一心转债,002727,一心堂,,,,AA,6.026392,-5.656,,2020-11-03 00:00:00,,,10.07,0.8,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,108.0,,,,,True,eastmoney_datacenter+quote_board
959,剔除,剔除,增强排除,排除,128068,和而转债,002402,和而泰,,,,AA-,5.47,-6.36,,2020-02-20 00:00:00,,,26.86,3.69,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,108.0,,,,,True,eastmoney_datacenter+quote_board
960,剔除,剔除,增强排除,排除,128069,华森转债,002907,华森制药,,,,AA-,3.0,-3.54,,2022-12-16 00:00:00,,,14.12,3.45,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,115.0,,,,,True,eastmoney_datacenter+quote_board
961,剔除,剔除,增强排除,排除,128070,智能转债,002877,智能自控,,,,A+,2.3,-0.997,,2025-07-02 00:00:00,,,7.18,2.11,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,112.0,,,,,False,eastmoney_datacenter+quote_board
962,剔除,剔除,增强排除,排除,128071,合兴转债,002228,合兴包装,,,,AA,5.9575,-0.873,,2025-08-16 00:00:00,,,3.05,1.26,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
963,剔除,剔除,增强排除,排除,128072,翔鹭转债,002842,翔鹭钨业,,,,A-,3.019223,-1.205,,2025-04-17 00:00:00,,,45.61,10.55,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
964,剔除,剔除,增强排除,排除,128073,哈尔转债,002615,哈尔斯,,,,AA-,3.0,-3.661,,2022-11-02 00:00:00,,,7.1,1.67,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,112.0,,,,,True,eastmoney_datacenter+quote_board
965,剔除,剔除,增强排除,排除,128074,游族转债,002174,游族网络,,,,AA-,11.5,-0.841,,2025-08-28 00:00:00,,,12.39,2.68,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,,,,,,True,eastmoney_datacenter+quote_board
966,剔除,剔除,增强排除,排除,128075,远东转债,002406,远东传动,,,,AA,8.937,-2.639,,2023-11-10 00:00:00,,,6.66,1.18,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
967,剔除,剔除,增强排除,排除,128076,金轮转债,002722,物产金轮,,,,AA-,2.14,-0.712,,2025-10-14 00:00:00,,,12.06,0.9,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
968,剔除,剔除,增强排除,排除,128077,华夏转债,002928,华夏航空,,,,AA-,7.9,-5.922,,2020-07-29 00:00:00,,,7.29,2.34,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,115.0,,,,,True,eastmoney_datacenter+quote_board
969,剔除,剔除,增强排除,排除,128078,太极转债,002368,太极股份,,,,AA,10.0,-3.195,,2023-04-21 00:00:00,,,14.13,2.21,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,112.0,,,,,True,eastmoney_datacenter+quote_board
970,剔除,剔除,增强排除,排除,128079,英联转债,002846,英联股份,,,,A-,2.14,-2.891,,2023-08-10 00:00:00,,,10.79,3.2,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,,,,,,True,eastmoney_datacenter+quote_board
971,剔除,剔除,增强排除,排除,128080,顺丰转债,002352,顺丰控股,,,,AAA,58.0,-5.906,,2020-08-04 00:00:00,,,32.2,1.72,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,106.0,,,,,True,eastmoney_datacenter+quote_board
972,剔除,剔除,增强排除,排除,128081,海亮转债,002203,海亮股份,,,,AA,31.5,-0.753,,2025-09-29 00:00:00,,,22.05,2.96,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
973,剔除,剔除,增强排除,排除,128082,华锋转债,002806,华锋股份,,,,A-,3.524,-0.942,,2025-07-22 00:00:00,,,19.38,3.69,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,,,,,,True,eastmoney_datacenter+quote_board
974,剔除,剔除,增强排除,排除,128083,新北转债,002376,新北洋,,,,AA,8.77,-1.509,,2024-12-27 00:00:00,,,5.76,1.28,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
975,剔除,剔除,增强排除,排除,128084,木森转债,002745,木林森,,,,AA,26.600177,-5.802,,2020-09-11 00:00:00,,,12.45,1.56,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,112.0,,,,,True,eastmoney_datacenter+quote_board
976,剔除,剔除,增强排除,排除,128085,鸿达转债,002002,ST鸿达,,,,CC,24.2678,-0.539,,2025-12-16 00:00:00,,,,,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；正股或转债含 ST/退/R 标记；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；正股或转债含 ST/退/R 标记；评级低于AA-；剩余期限<0.5年,118.0,,,,,True,eastmoney_datacenter+quote_board
977,剔除,剔除,增强排除,排除,128086,国轩转债,002074,国轩高科,,,,AA,18.5,-5.84,,2020-08-28 00:00:00,,,27.34,1.71,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
978,剔除,剔除,增强排除,排除,128087,孚日转债,002083,孚日股份,,,,AA-,6.5,-1.569,,2024-12-05 00:00:00,,,11.2,2.3,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,108.0,,,,,True,eastmoney_datacenter+quote_board
979,剔除,剔除,增强排除,排除,128088,深南转债,002916,深南电路,,,,AA,15.2,-5.823,,2020-09-03 00:00:00,,,448.02,18.55,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
980,剔除,剔除,增强排除,排除,128089,麦米转债,002851,麦格米特,,,,AA-,6.55,-5.826,,2020-09-02 00:00:00,,,156.45,10.14,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,108.0,,,,,True,eastmoney_datacenter+quote_board
981,剔除,剔除,增强排除,排除,128090,汽模转2,002510,天汽模,,,,AA-,4.71,-1.53,,2024-12-19 00:00:00,,,5.69,2.28,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
982,剔除,剔除,增强排除,排除,128091,新天转债,002873,新天药业,,,,A+,1.773,-1.566,,2024-12-06 00:00:00,,,7.65,1.49,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余规模<2亿；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余规模<2亿；剩余期限<0.5年,113.0,,,,,True,eastmoney_datacenter+quote_board
983,剔除,剔除,增强排除,排除,128092,唐人转债,002567,唐人神,,,,AA,12.428,-5.717,,2020-10-12 00:00:00,,,3.57,1.23,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
984,剔除,剔除,增强排除,排除,128093,百川转债,002455,百川股份,,,,AA-,5.2,-4.331,,2022-03-02 00:00:00,,,7.92,2.09,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,120.0,,,,,True,eastmoney_datacenter+quote_board
985,剔除,剔除,增强排除,排除,128094,星帅转债,002860,星帅尔,,,,A+,2.8,-4.345,,2022-02-25 00:00:00,,,14.93,2.27,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,115.0,,,,,True,eastmoney_datacenter+quote_board
986,剔除,剔除,增强排除,排除,128095,恩捷转债,002812,恩捷股份,,,,AA,16.0,-0.665,,2025-10-31 00:00:00,,,65.44,2.51,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
987,剔除,剔除,增强排除,排除,128096,奥瑞转债,002701,奥瑞金,,,,AA+,10.868,-4.334,,2022-03-01 00:00:00,,,4.4,1.13,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
988,剔除,剔除,增强排除,排除,128097,奥佳转债,002614,奥佳华,,,,A+,12.0,-0.345,,2026-02-25 00:00:00,,,4.55,0.67,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；评级低于AA-；剩余期限<0.5年,110.0,,,,,True,eastmoney_datacenter+quote_board
989,剔除,剔除,增强排除,排除,128098,康弘转债,002773,康弘药业,,,,AA,16.3,-5.602,,2020-11-23 00:00:00,,,22.1,2.27,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,111.0,,,,,True,eastmoney_datacenter+quote_board
990,剔除,剔除,增强排除,排除,128099,永高转债,002641,公元股份,,,,AA,7.0,-5.613,,2020-11-19 00:00:00,,,3.9,0.89,,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,不在实时转债行情板块/可能未正常交易；无有效现价；无转股溢价率；已退市/摘牌；剩余期限<0.5年,108.0,,,,,True,eastmoney_datacenter+quote_board
